Authors,Title,Year,DOI,Link,Abstract,Index.Keywords
"Kamerling J.P., Gerwig G.J.",Structural analysis of naturally occurring sialic acids.,2006,10.1385/1-59745-167-3:69,https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049189872&doi=10.1385%2f1-59745-167-3%3a69&partnerID=40&md5=34cbf56ce2da472f40393dfaba0820d9,"Over the years several methodologies have been developed for the structural analysis of naturally occurring sialic acids (Sias), a family with more than 62 members. Currently there are two primary instrumental approaches: analysis of volatile Sia derivatives by gas-liquid chromatography (GLC) combined with electron-impact mass spectrometry (EI/MS), and analysis of fluorescently labeled Sias by high-performance liquid chromatography (HPLC) eventually coupled with electrospray mass spectrometry (ESI/MS). This chapter presents both approaches in detail. The volatile Sia derivatives are comprised of trimethylsilylated methyl ester derivatives, heptafluorobutylated methyl ester derivatives, or pertrimethylsilylated derivatives. The fluorescent Sia derivatives are prepared by reaction with 1,2-diamino-4,5-methylenedioxybenzene. For the identification of the different Sia derivatives, detailed GLC, HPLC, EI/MS, and ESI/MS data are included.","1,2 diamino 4,5 methylenedioxybenzene; 1,2-diamino-4,5-methylenedioxybenzene; fluorescent dye; fluorocarbon; glycoconjugate; perfluorobutyric acid; phenylenediamine derivative; sialic acid derivative; chemistry; conformation; electrospray mass spectrometry; gas chromatography; high performance liquid chromatography; hydrolysis; liquid chromatography; methodology; molecular biology; review; Carbohydrate Conformation; Chromatography, Gas; Chromatography, High Pressure Liquid; Chromatography, Liquid; Fluorescent Dyes; Fluorocarbons; Glycoconjugates; Hydrolysis; Molecular Biology; Phenylenediamines; Sialic Acids; Spectrometry, Mass, Electrospray Ionization; MLCS; MLOWN"
"Prakash G.K.S., Chacko S.",Novel nucleophilic and electrophilic fluoroalkylation methods,2008,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-54549116946&partnerID=40&md5=24d983780994b4f854ad83745c00b1d6,Organofluorine compounds have attracted special attention in the field of drug discovery because of their unique properties that make them important in biomedicinal research. Fresh attention has been given to the synthesis and application of safe and selective fluoroalkylation reagents and these novel methodologies offer promise of convenient synthetic protocols to prepare many organofluorine compounds. This review discusses recent advances in nucleophilic and electrophilic fluoroalkylation methods and their application in the synthesis of various biologically important compounds. © The Thomson Corporation.,"organofluorine derivative; alkylation; chemical reaction; chemical structure; reaction analysis; review; synthesis; Alkylation; Drug Discovery; Hydrocarbons, Fluorinated"
"Vrijheid M., Slama R., Robinson O., Chatzi L., Coen M., van den Hazel P., Thomsen C., Wright J., Athersuch T.J., Avellana N., Basagaña X., Brochot C., Bucchini L., Bustamante M., Carracedo A., Casas M., Estivill X., Fairley L., van Gent D., Gonzalez J.R., Granum B., Gražulevičiene R., Gutzkow K.B., Julvez J., Keun H.C., Kogevinas M., McEachan R.R.C., Meltzer H.M., Sabidó E., Schwarze P.E., Siroux V., Sunyer J., Want E.J., Zeman F., Nieuwenhuijsen M.J.",The human early-life exposome (HELIX): Project rationale and design,2014,10.1289/ehp.1307204,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901760450&doi=10.1289%2fehp.1307204&partnerID=40&md5=5fe22463a0b2f1d6ca8ccf3569206c07,"Background: Developmental periods in early life may be particularly vulnerable to impacts of environmental exposures. Human research on this topic has generally focused on single exposure- health effect relationships. The ""exposome"" concept encompasses the totality of exposures from conception onward, complementing the genome. Objectives: The Human Early-Life Exposome (HELIX) project is a new collaborative research project that aims to implement novel exposure assessment and biomarker methods to characterize early-life exposure to multiple environmental factors and associate these with omics biomarkers and child health outcomes, thus characterizing the ""early-life exposome."" Here we describe the general design of the project. Methods: In six existing birth cohort studies in Europe, HELIX will estimate prenatal and postnatal exposure to a broad range of chemical and physical exposures. Exposure models will be developed for the full cohorts totaling 32,000 mother-child pairs, and biomarkers will be measured in a subset of 1,200 mother-child pairs. Nested repeat-sampling panel studies (n = 150) will collect data on biomarker variability, use smartphones to assess mobility and physical activity, and perform personal exposure monitoring. Omics techniques will determine molecular profiles (metabolome, proteome, transcriptome, epigenome) associated with exposures. Statistical methods for multiple exposures will provide exposure-response estimates for fetal and child growth, obesity, neurodevelopment, and respiratory outcomes. A health impact assessment exercise will evaluate risks and benefits of combined exposures. Conclusions: HELIX is one of the first attempts to describe the early-life exposome of European populations and unravel its relation to omics markers and health in childhood. As proof of concept, it will form an important first step toward the life-course exposome.","4, 4' isopropylidenediphenol; biological marker; hexachlorobenzene; lead; mercury; nitrogen dioxide; organophosphate pesticide; oxybenzone; perfluorononanoic acid; perfluorooctanesulfonic acid; perfluorooctanoic acid; phthalic acid bis (2 ethylhexyl) ester; polybrominated diphenyl ether; polychlorinated biphenyl derivative; proteome; tobacco smoke; transcriptome; triclosan; unclassified drug; biological marker; proteome; transcriptome; adult; air pollutant; child; child growth; child health; construction work and architectural phenomena; DNA methylation; environmental exposure; environmental factor; epigenetics; female; fetus growth; food contamination; human; human early life exposure; knowledge; maternal care; metabolome; mobile application; nerve cell differentiation; noise; obesity; physical activity; physical mobility; prenatal exposure; preschool child; priority journal; public health; questionnaire; review; school child; self monitoring; study design; temperature; ultraviolet radiation; water contamination; child development; cohort analysis; environmental exposure; Europe; fetus development; infant; male; newborn; pregnancy; Biological Markers; Child; Child Development; Child, Preschool; Cohort Studies; Environmental Exposure; Epigenomics; Europe; Female; Fetal Development; Humans; Infant; Infant, Newborn; Male; Maternal Exposure; Metabolome; Obesity; Pregnancy; Proteome; Transcriptome"
"Yu B., Wang J., Wang Q.-W., Huang R.-P., Shao S.-H.",Application of proteomics for prenatal diagnosis of Down syndrome: Systematic review and a meta-analysis,2011,10.5897/AJB11.633,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83655184068&doi=10.5897%2fAJB11.633&partnerID=40&md5=307fc78c49b187239653a3b61322132b,"We systematically reviewed the available literature and meta-analyzed the data which was specialized in Down syndrome (DS) diagnosis with proteomic techniques. Pubmed, EBSCOhost and ScienceDirect searches for relevant articles published from inception until July 2010 were obtained and ten articles were selected. Many candidate biomarkers were found, which could be used to identify Down syndrome. There were 14 markers noted more than two times and 29 best biomarkers were recommended by the authors particularly for clinical application. Application of proteomics contributed to the finding of novel biomarker for prenatal diagnosis of Down syndrome, providing opportunities for the development of non-invasive prenatal diagnosis. © 2011 Academic Journals.",afamin protein; alpha 1 antitrypsin; AMBP protein; amyloid A protein; amyloid P component; apolipoprotein C1; biological marker; carbonate dehydratase I; carrier protein; chorionic gonadotropin beta subunit; complement component C8; fibronectin; histidine rich glycoprotein precursor; phosphorylase; prealbumin; protein inhibitor; proteinase inhibitor; thrombocyte basic protein; trypsin inhibitor; unclassified drug; amino acid sequence; aneuploidy; Down syndrome; functional proteomics; human; liquid chromatography; major clinical study; matrix assisted laser desorption ionization time of flight mass spectrometry; prenatal diagnosis; protein blood level; review; sensitivity and specificity; systematic review; tandem mass spectrometry
"Keller A.A., Su Y., Jassby D.","Direct Potable Reuse: Are We Ready? A Review of Technological, Economic, and Environmental Considerations",2022,10.1021/acsestengg.1c00258,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126748811&doi=10.1021%2facsestengg.1c00258&partnerID=40&md5=38044b7d4eb04fc2748d52637ba99123,"Meeting future water demand will require serious consideration of direct potable reuse (DPR) for many water agencies. There has been tremendous progress in the technologies needed to address the concerns that conventional and novel water contaminants pose. Yet, to date, only a few relatively small DPR operations have been installed. As we get closer to the point where regulations are finalized and serious investments are planned, there is a need to ask: Are we ready? In this Review, we explore the technological, economic, and environmental considerations associated with DPR. In particular, we focus on the status of technologies for addressing the most challenging water pollutants, the cost estimates for DPR, and the energy demand and associated implications of DPR. We find that, although the technologies are nearly ready for DPR, the most critical issue will be real-time monitoring of a number of molecules that pose distinct challenges to advanced treatment trains. In addition, there is a need to consider emergency planning, both in terms of emergency buffer reservoir(s) and planning for situations in which the treated water does not meet specifications. Since any advanced treatment train will result in a significant increase in embedded energy, it will be particularly important to plan for renewable energy to minimize environmental impacts. © 2021 American Chemical Society.",NA
"Politanskaya L.V., Selivanova G.A., Panteleeva E.V., Tretyakov E.V., Platonov V.E., Nikul'Shin P.V., Vinogradov A.S., Zonov Y.V., Karpov V.M., Mezhenkova T.V., Vasilyev A.V., Koldobskii A.B., Shilova O.S., Morozova S.M., Burgart Y.V., Shchegolkov E.V., Saloutin V.I., Sokolov V.B., Aksinenko A.Y., Nenajdenko V.G., Moskalik M.Y., Astakhova V.V., Shainyan B.A., Tabolin A.A., Ioffe S.L., Muzalevskiy V.M., Balenkova E.S., Shastin A.V., Tyutyunov A.A., Boiko V.E., Igumnov S.M., Dilman A.D., Adonin N.Y., Bardin V.V., Masoud S.M., Vorobyeva D.V., Osipov S.N., Nosova E.V., Lipunova G.N., Charushin V.N., Prima D.O., Makarov A.G., Zibarev A.V., Trofimov B.A., Sobenina L.N., Belyaeva K.V., Sosnovskikh V.Y., Obydennov D.L., Usachev S.A.",Organofluorine chemistry: Promising growth areas and challenges,2019,10.1070/RCR4871,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066251313&doi=10.1070%2fRCR4871&partnerID=40&md5=121ce74d6a726e51a3a2c61cb18d37e0,"Currently, the chemistry of organofluorine compounds is a leading and rapidly developing area of organic chemistry. Fluorine present in a molecule largely determines its specific chemical and biological properties. This thematic issue covers the trends of organofluorine chemistry that have been actively developed in Russia the last 15 ± 20 years. The review describes nucleophilic substitution and heterocyclization reactions involving fluorinated arenes and quinones and skeletal cationoid rearrangements in the polyfluoroarene series. The transformations involving CF3-substituted carbocations and radical cations are considered. Heterocyclization and oxidative addition reactions of trifluoroacetamide derivatives and trans- formations of the organic moiety in polyfluorinated organoboranes and borates with retention of the carbon - boron bond are discussed. Particular attention is devoted to catalytic olefination using freons as an efficient synthetic route to fluorinated compounds. The application of unsymmetrical fluorine-containing N-heterocyclic carbene ligands as catalysts for olefin metathesis is demonstrated. A variety of classes of organofluorine compounds are considered, in particular, polyfluorinated arenes and 1,2-diaminobenzenes, 1-halo-2-trifluoroacetylacetylenes, α-fluoronitro compounds, fluorinated heterocycles, 2-hydrazinylidene-1,3-dicarbonyl derivatives, imines and silanes. The potential practical applications of organofluorine compounds in fundamental organic chemistry, materials science and biomedicine are outlined. © 2019 Uspekhi Khimii, Russian Academy of Sciences and Turpion Ltd.",NA
Marini J.J.,Advances in the understanding of acute respiratory distress syndrome: Summarizing a decade of progress,2004,10.1097/01.ccx.0000134333.36779.bf,https://www.scopus.com/inward/record.uri?eid=2-s2.0-3242792537&doi=10.1097%2f01.ccx.0000134333.36779.bf&partnerID=40&md5=28cf1249e5ffe2fcba31a975e728eab7,[No abstract available],"2 oxo 4 thiazolidinecarboxylic acid; antiinflammatory agent; glucocorticoid; ketoconazole; lisofylline; nitric oxide; perfluorooctyl bromide; surfactant; adult respiratory distress syndrome; body posture; clinical trial; corticosteroid therapy; diagnostic imaging; drug indication; epidemiological data; extracorporeal oxygenation; human; inflammatory disease; lung injury; pathogenesis; patient positioning; positive end expiratory pressure; pressure volume curve; respiratory distress syndrome; review; ventilator; Critical Care; Humans; Lung; Prone Position; Respiration, Artificial; Respiratory Distress Syndrome, Adult; Stress, Mechanical"
"Larsen B.S., Kaiser M.A.",Challenges in perfluorocarb oxylic acid measurements,2007,10.1021/ac071918c,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250340175&doi=10.1021%2fac071918c&partnerID=40&md5=eabe335c2c64e3e6e643f3984f616ee2,[No abstract available],fluorocarbon; paint; analytic method; chemical reaction; environmental factor; foam; human; laboratory test; liquid chromatography; mass spectrometry; quantitative analysis; review
Krapfenbauer K.,Identification of beta cell dysfunction at the pre-symptomatic stage of diabetes mellitus by novel analytical system: Liquid biopsy measurements in femtograms,2017,10.1007/s13167-017-0079-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013103842&doi=10.1007%2fs13167-017-0079-5&partnerID=40&md5=56f4f66ab35f0fe81a86040ec6e494e5,"Background Diabetes mellitus is produced and progresses as a consequence of complex and gradual processes, in which a variety of alterations of the endocrine pancreas, are involved and which mainly result in beta cell failure. Those molecular alterations can be found in the bloodstream, which suggests that we could quantify specific biomarkers in plasma or serum by very sensitive methods before the onset diabetes mellitus is diagnosed. However, classical methods of protein analysis such as electrophoresis, Western blot, ELISA, and liquid chromatography are generally time-consuming, lab-intensive, and not sensitive enough to detect such alteration in a pre-symptomatic state of the disease. Method A very sensitive and novel analytical detection conjugate system by using the combination of polyfluorophor technology with protein microchip method was developed. Results This innovative system facilitates the use of a very sensitive microchip assays that measure selected biomarkers in a small sample volume (10 μL) with a much higher sensitivity (92%) compare to common immune assay systems. Further advances of the application of this technology combine the power of miniaturization and faster quantification (around 10 min). Conclusion The power of this technology offers great promise for point-of-care clinical testing and monitoring of specific biomarkers for diabetes in femtogram level in serum or plasma. In conclusion, the results indicate that the technical performance of this new technology is valid and that the assay is able to quantified PPY-specific antigens in plasma at femtogram levels which can be used for identification of beta cell dysfunction at the pre-symptomatic stage of diabetes mellitus. © European Association for Predictive, Preventive and Personalised Medicine (EPMA) 2017.",biopsy technique; biotechnology; cell damage; diabetes mellitus; diagnostic accuracy; diagnostic equipment; diagnostic error; diagnostic test; diagnostic value; disease course; disease marker; human; immunoassay; in vitro diagnostic assay; in vitro study; laboratory diagnosis; measurement; microchip analysis; miniaturization; molecular biology; non insulin dependent diabetes mellitus; nonhuman; pancreas islet beta cell; point of care testing; private health insurance; protein determination; public health insurance; Review; sensitivity and specificity; symptom
Tsugita A.,Recent development of C-terminal sequence analysis of proteins,1998,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032086280&partnerID=40&md5=d25df91fb83fb3f12626d5dfa8d639d8,[No abstract available],acid anhydride; fluorocarbon; pentafluoropropionic acid; perfluorobutyric acid; protein; trifluoroacetic acid; amino acid sequence; chemistry; methodology; review; sequence analysis; Amino Acid Sequence; Anhydrides; Fluorocarbons; Proteins; Sequence Analysis; Trifluoroacetic Acid
"Halterman J.A., Moo Kwon H., Wamhoff B.R.",Tonicity-independent regulation of the osmosensitive transcription factor tonebp (NFAT5),2012,10.1152/ajpcell.00327.2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455176314&doi=10.1152%2fajpcell.00327.2011&partnerID=40&md5=fbd739aa8d6e2943fa046996ffbf62d4,"Tonicity-independent regulationof the osmosensitive transcription factor TonEBP (NFAT5). Am J PhysiolCell Physiol 302: C1-C8, 2012. First published October 12, 2011;doi:10.1152/ajpcell.00327.2011.-Tonicity-responsive enhancer binding protein(TonEBP/nuclear factor of activated T-cells 5 [NFAT5]) is a Rel homologytranscription factor classically known for its osmosensitive role in regulatingcellular homeostasis during states of hypo- and hypertonic stress. A recentlygrowing body of research indicates that TonEBP is not solely regulated by tonicity,but that it can be stimulated by various tonicity-independent mechanisms in bothhypertonic and isotonic tissues. Physiological and pathophysiological stimuli suchas cytokines, growth factors, receptor and integrin activation, contractile agonists,ions, and reactive oxygen species have been implicated in the positive regulation ofTonEBP expression and activity in diverse cell types. These new data demonstratethat tonicity-independent stimulation of TonEBP is critical for tissue-specificfunctions like enhanced cell survival, migration, proliferation, vascular remodeling,carcinoma invasion, and angiogenesis. Continuing research will provide a betterunderstanding as to how these and other alternative TonEBP stimuli regulate geneexpression in both health and disease. © 2012 the American Physiological Society.",aggrecan; alpha6beta4 integrin; angiotensin II; bone morphogenetic protein 2; calcineurin; calcium; endothelin 1; hypertonic solution; interleukin 1beta; isotonic solution; nucleic acid binding protein; platelet derived growth factor BB; sodium chloride; tonicity responsive enhancer binding protein; transcription factor; transforming growth factor beta; tumor necrosis factor alpha; unclassified drug; amnion fluid; angiogenesis; apoptosis; blastocyst; blood vessel injury; cancer invasion; cell migration; cell proliferation; cell survival; dehydration; diabetes mellitus; embryo development; fetus maturity; gene expression; growth rate; human; hypernatremia; hyperosmolality; intervertebral disk; metastasis; mitogenesis; nonhuman; nucleus pulposus; osmolality; osmotic stress; oxidative stress; phenotype; priority journal; protein expression; review; rheumatoid arthritis; small intestine; smooth muscle fiber; spleen; synoviocyte; T lymphocyte; thymus; Animals; Humans; Mice; Osmosis; Transcription Factors
"Zhang Z., Peh S.B., Kang C., Chai K., Zhao D.",Metal-organic frameworks for C6–C8 hydrocarbon separations,2021,10.1016/j.enchem.2021.100057,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108176848&doi=10.1016%2fj.enchem.2021.100057&partnerID=40&md5=a905b1d3c8ac0a1a00c75030f57a2024,"Hydrocarbon separations are crucial to the chemical industry for the production of valuable feedstocks. However, their structural and chemical similarities have proven daunting challenges to incumbent separation technologies, which are energy- and capital-intensive. Approaches capable of discerning and exploiting minute differences in isomeric hydrocarbons, in particular, may provide solutions to this problem. Metal-organic frameworks (MOFs) integrating the merits of tunable pore size at sub-angstrom scale and pore chemistry in confined spaces have presented promising prospects in adsorptive separation to recognize the minor differences in gas molecules via the judicious design and functionalization. In this Review, we explore the usage of MOFs for the underexplored adsorptive separation of hydrocarbons in the liquid/vapor phase, especially for C6 and C8 isomers. The in-depth insights into the structure-property relationship and the dominant mechanisms, including host-guest interaction modes for the effective adsorption of C6 and C8 hydrocarbons, are systematically discussed. Finally, the effectiveness and scope to translate such design strategies into other systems and the perspective on future development in MOFs for separation are provided. © 2021 Elsevier Ltd",Chemical industry; Isomers; Metal-Organic Frameworks; Organic polymers; Pore size; Separation; Adsorptive separation; Chemical similarity; Confined space; Energy; Gas molecules; Hydrocarbon separation; Metalorganic frameworks (MOFs); Separation technologies; Structural similarity; Tunables; Hydrocarbons
"Fathollahipour S., Patil P.S., Leipzig N.D.",Oxygen regulation in development: Lessons from embryogenesis towards tissue engineering,2019,10.1159/000493162,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054514988&doi=10.1159%2f000493162&partnerID=40&md5=0918bd1c11f60a6ee7d495d6000eb3b1,"Oxygen is a vital source of energy necessary to sustain and complete embryonic development. Not only is oxygen the driving force for many cellular functions and metabolism, but it is also involved in regulating stem cell fate, morphogenesis, and organogenesis. Low oxygen levels are the naturally preferred microenvironment for most processes during early development and mainly drive proliferation. Later on, more oxygen and also nutrients are needed for organogenesis and morphogenesis. Therefore, it is critical to maintain oxygen levels within a narrow range as required during development. Modulating oxygen tensions is performed via oxygen homeostasis mainly through the function of hypoxia-inducible factors. Through the function of these factors, oxygen levels are sensed and regulated in different tissues, starting from their embryonic state to adult development. To be able to mimic this process in a tissue engineering setting, it is important to understand the role and levels of oxygen in each developmental stage, from embryonic stem cell differentiation to organogenesis and morphogenesis. Taking lessons from native tissue microenvironments, researchers have explored approaches to control oxygen tensions such as hemoglobin-based, perfluorocarbon-based, and oxygen-generating biomaterials, within synthetic tissue engineering scaffolds and organoids, with the aim of overcoming insufficient or nonuniform oxygen levels and nutrient supply. © 2018 © 2018 S. Karger AG, Basel.",fluorocarbon; hemoglobin; hypoxia inducible factor; oxygen; oxygen; angiogenesis; developmental stage; embryo development; embryonic stem cell; human; microfluidics; nonhuman; organogenesis; organoid; oxygen concentration; oxygen consumption; oxygen supply; oxygen tension; priority journal; Review; tissue engineering; tumor spheroid; animal; cell differentiation; cell hypoxia; cytology; metabolism; morphogenesis; procedures; Animals; Cell Differentiation; Cell Hypoxia; Embryonic Development; Embryonic Stem Cells; Humans; Morphogenesis; Organogenesis; Oxygen; Tissue Engineering
"Hodgins D.C., Shewen P.E.",Vaccination of neonates: Problem and issues,2012,10.1016/j.vaccine.2011.12.047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856801044&doi=10.1016%2fj.vaccine.2011.12.047&partnerID=40&md5=ce11788ff432cc394ec220ab92207ea4,"Many serious infectious diseases occur early in life; efficacious vaccination of neonates has been a longstanding goal in both human and veterinary medicine. Efforts to immunize in the first weeks of life, in various species, have had limited success in general. This has been attributed to a combination of immaturity of the neonatal immune system and interference by maternal antibodies. Most studies of neonatal immune responsiveness have been carried out in neonatal mice, or by examination of cellular components of human umbilical cord blood. Both approaches have their limitations. The current review describes factors, including corticosteroids, complement proteins, cytokines, maternal lymphocytes and antibodies, which may influence immune responses of neonates, comparing data from studies of domestic animals and humans. Neonates are highly dependent on passive (maternal) antibodies for protection against a wide range of pathogens. These maternal antibodies have been noted to interfere with active immune responses to many, but not all, vaccines. Various theories have been proposed to explain this phenomenon, including epitope masking, clearance of immune complexes and FcγRII mediated regulation of B cells. Remarkably, many studies examining the effects of passive antibodies on immune responses of adults, have demonstrated immune enhancing effects. The evidence for enhancing and suppressive effects of passive antibodies on antigen uptake, processing and regulation of lymphocyte responses is reviewed. Since maternal antibodies (as present in neonates) differ in subisotypes and affinity from the passive antibodies often used in experimental systems, here is a need for better experimental models investigating the effects of bona fide maternal antibodies on immune responses of neonates (not adult surrogates). Vaccines can be optimized for use in neonates - by making better use of existing vaccine technologies and by harnessing the potential of recent immunological and technological advances. © 2011 Elsevier Ltd.","bovine viral diarrhea vaccine; complement component C3; complement component C5; complement component C6; complement component C7; complement component C8; corticosteroid; CpG oligodeoxynucleotide; DNA vaccine; epitope; gamma interferon; glucocorticoid receptor; hydrocortisone; interleukin 10; interleukin 6; interleukin 8; live vaccine; maternal antibody; measles vaccine; pertussis vaccine; phosphorothioic acid; retinol; tumor necrosis factor alpha; unclassified drug; virus vaccine; antibody response; B lymphocyte; Bovine diarrhea virus; bovine viral diarrhea; cellular immunity; colostrum; dendritic cell; domestic animal; erythrocyte; human; hydrocortisone blood level; immune response; immunoregulation; measles; measles vaccination; neonate vaccination; nonhuman; passive immunization; pertussis; priority journal; protein expression; review; T lymphocyte; umbilical cord blood; vaccination; Adrenal Cortex Hormones; Animals; Animals, Newborn; B-Lymphocytes; Cytokines; Humans; Immunity, Active; Immunity, Maternally-Acquired; Immunocompetence; Infant, Newborn; Vaccination; Vaccines"
"Bisen-Hersh E.B., Farina M., Barbosa F., Jr., Rocha J.B.T., Aschner M.",Behavioral effects of developmental methylmercury drinking water exposure in rodents,2014,10.1016/j.jtemb.2013.09.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898029376&doi=10.1016%2fj.jtemb.2013.09.008&partnerID=40&md5=4e7d53c683234d34f731190b81bdcaf7,"Early methylmercury (MeHg) exposure can have long-lasting consequences likely arising from impaired developmental processes, the outcome of which has been exposed in several longitudinal studies of affected populations. Given the large number of newborns at an increased risk of learning disabilities associated with in utero MeHg exposure, it is important to study neurobehavioral alterations using ecologically valid and physiologically relevant models. This review highlights the benefits of using the MeHg drinking water exposure paradigm and outlines behavioral outcomes arising from this procedure in rodents. Combination treatments that exacerbate or ameliorate MeHg-induced effects, and possible molecular mechanisms underlying behavioral impairment are also discussed. © 2013 Elsevier GmbH.",drinking water; methylmercury; perfluorooctanoic acid; polychlorinated biphenyl derivative; transcription factor Nrf2; animal behavior; blood level; brain level; developmental toxicity; fluid intake; in vivo study; learning disorder; memory disorder; molecular mechanics; neurotoxicity; nonhuman; oxidative stress; prenatal exposure; priority journal; progeny; reinforcement; Review; risk assessment; task performance; Rodentia
NA,Environmental contaminants and preeclampsia: a systematic literature review,2018,NA,NA,"Preeclampsia is a medical condition specific to pregnancy characterized by high blood pressure and protein in the woman's urine, indicating kidney damage. It is one of the most serious reproductive conditions, posing substantial risks to the baby and potentially fatal for the mother. The causes of preeclampsia are largely unknown and environmental contaminants merit further investigation. The aim of this review was to determine the association between environmental chemical exposures and preeclampsia. PubMed was searched for articles examining a priori chemical exposures and preeclampsia through April 2018. Studies were included in our review if they included at least 10 cases, evaluated preeclampsia independent of gestational hypertension, and used either measured or modeled exposure assessments. Our review contained 28 investigations examining persistent organic pollutants (POP) (6 studies), drinking water contaminants (1 study), atmospheric pollutants (11 studies), metals and metalloids (6 studies), and other environmental contaminants (4 studies). There were an insufficient number of investigations on most chemicals to draw definitive conclusions, but strong evidence existed for an association between preeclampsia and cadmium (Cd). There is suggestive evidence for associations between nitrogen dioxide (NO2), particulate matter (PM)(2.5), and traffic exposure with preeclampsia. There is evidence for an association between preeclampsia and Cd but insufficient literature to evaluate many other environmental chemicals. Additional studies using repeated measures, appropriate biological matrices, and mixtures methods are needed to expand this area of research and address the limitations of previous studies.",NA
"Kumar A., Kumar V., Singh K., Kumar S., Kim Y.-S., Lee Y.-M., Kim J.-J.",Therapeutic advances for huntington’s disease,2020,10.3390/brainsci10010043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079227294&doi=10.3390%2fbrainsci10010043&partnerID=40&md5=3cde07aac9e0502b4671ab2f8f09c387,"Huntington’s disease (HD) is a progressive neurological disease that is inherited in an autosomal fashion. The cause of disease pathology is an expansion of cytosine-adenine-guanine (CAG) repeats within the huntingtin gene (HTT) on chromosome 4 (4p16.3), which codes the huntingtin protein (mHTT). The common symptoms of HD include motor and cognitive impairment of psychiatric functions. Patients exhibit a representative phenotype of involuntary movement (chorea) of limbs, impaired cognition, and severe psychiatric disturbances (mood swings, depression, and personality changes). A variety of symptomatic treatments (which target glutamate and dopamine pathways, caspases, inhibition of aggregation, mitochondrial dysfunction, transcriptional dysregulation, and fetal neural transplants, etc.) are available and some are in the pipeline. Advancement in novel therapeutic approaches include targeting the mutant huntingtin (mHTT) protein and the HTT gene. New gene editing techniques will reduce the CAG repeats. More appropriate and readily tractable treatment goals, coupled with advances in analytical tools will help to assess the clinical outcomes of HD treatments. This will not only improve the quality of life and life span of HD patients, but it will also provide a beneficial role in other inherited and neurological disorders. In this review, we aim to discuss current therapeutic research approaches and their possible uses for HD. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",4 phenylbutyric acid; adenine; amantadine; chaperonin; chromomycin; complement component C2; complement component C8; congo red; cystamine; cytosine; deutetrabenazine; dimebon; glutamic acid derivative; guanine; huntingtin; icosapentaenoic acid; lamotrigine; mavoglurant; memantine; mercaptamine; mithramycin; pimelic acid derivative; pridopidine; rapamycin; riluzole; tetrabenazine; tominersen; trehalose; triheptanoin; vorinostat; Abnormal Involuntary Movement Scale; amyotrophic lateral sclerosis; antiapoptotic activity; apoptosis; blood brain barrier; cell death; chromosome 4; clinical trial (topic); CRISPR Cas system; disease severity; disorders of mitochondrial functions; excitotoxicity; gene; gene expression; gene therapy; histone acetylation; human; huntingtin gene; Huntington chorea; mental disease; Mini Mental State Examination; nerve degeneration; neurologic disease; neuropathology; neuroprotection; parkinsonism; pathogenesis; phenotype; protein degradation; protein expression; protein phosphorylation; Review; RNA interference; spinal muscular atrophy; upregulation
"Rocha-Gutiérrez B.A., Peralta-Pérez M.D.R., Zavala-Díaz de la Serna F.J.",PBDEs comprehensive review of emerging pollutants and the particular case of Mexico [Revisión global de los contaminantes emergentes pbde y el caso particular de México],2015,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938586111&partnerID=40&md5=1ed5a00522d6bf814c9d0391f21024bf,"Polybrominated diphenyl ethers (PBDEs) are a specific group of emerging contaminants. These compounds are lipophilic, hydrophobic, nondegradable, and tend to bioaccumulate. The family of PBDEs consists of 209 isomers or congeners and their chemical structure, persistence and distribution in the environment follow similar patterns than the polybrominated biphenyls (PBBs) and the polychlorinated biphenyls (PCBs). The main application of PBDEs is as flame retardants. They are added to electronics, appliances, textiles, furniture, carpets, construction materials and polymers. Globally, North America is the main consumer of the most toxic BDEs mix (penta-BDE) for humans and environment. The highest concentrations of PBDEs have been reported in the USA in wastewater and sewage sludge. In Ciudad Juarez, Mexico, similar concentrations of PBDEs to those of the USA were found in wastewater influents. There are no regulations for PBDEs monitoring, usage and disposal. However, some countries have eliminated and decreased the production and usage of this type of compounds. The aims of this paper were to review the most important aspects of these pollutants, to analyze the concentrations previously reported in wastewater and sewage sludge and to verify its environmental regulations in Mexico. © 2015, Centro de Ciencias de la Atmosfera, UNAM. All rights reserved.",bioaccumulation; biodegradation; biomonitoring; concentration (composition); hydrophobicity; literature review; organic pollutant; PBDE; PCB; polymer; sludge; wastewater; Mexico [North America]
