Authors,Title,Year,DOI,Link,Abstract,Index Keywords
"Muir D., Lohmann R.","Water as a new matrix for global assessment of hydrophilic POPs",2013,"10.1016/j.trac.2012.12.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876802918&doi=10.1016%2fj.trac.2012.12.019&partnerID=40&md5=9255195c9e81c6cb05ab7fc50b98dc23","With the addition of perfluorooctanesulfonate (PFOS), chlordecone, hexachlorocyclohexane (HCH) isomers and endosulfan to the Stockholm Convention, the chemicals addressed no longer comprise solely hydrophobic organics. Water has become a widely-used environmental matrix for monitoring persistent organic pollutants (POPs), particularly for the chlorinated pesticides, despite challenges related to collecting samples and determining trace levels.We review sampling and analytical considerations for water sampling of less hydrophobic or hydrophilic POPs to identify and to recommend the best approaches, particularly for assessment of spatial and temporal trends on a global scale."" Active"" and "" passive"" methods are available for sampling water for hydrophilic POPs, but no single approach can be recommended. We recommend a performance-based approach, in which sampling and quantitative analysis are needed so that future global trends of hydrophilic POPs can be monitored. © 2013 .","Hydrophilicity; Hydrophobicity; Insecticides; Isomers; Lakes; Low density polyethylenes; Seawater; Water pollution; Waxes; AWQC; Chlordecone; CTD; Dieldrin; Empore disk; Endosulfans; EQG; EQS; GMP; Hexachlorocyclohexanes; Kow; LC-tandem MS; LLE; NOEC; OASIS HLB; Ocean; OCP; Passive sampling; Perfluorooctane sulfonates; Persistent organic pollutant (POP); PFASs; POCIS; POM; PRC; PUF; QA/QC; SPE; SPMD; TWA; WBL; XAD; Organic pollutants; chlordecone; chlorphenotane; endosulfan; hexachlorocyclohexane; perfluorooctanesulfonic acid; water; active water sampling; hydrophilic persistent organic pollutant; limit of detection; liquid liquid extraction; passive water sampling; priority journal; quantitative analysis; review; sampler; solid phase extraction; time series analysis; trend study; water analysis; water contamination; water pollutant; water sampling"
"Kärrman A., Lindström G.","Trends, analytical methods and precision in the determination of perfluoroalkyl acids in human milk",2013,"10.1016/j.trac.2012.10.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876801647&doi=10.1016%2fj.trac.2012.10.009&partnerID=40&md5=236e76cc1c8b832cbad1179232097659","The review describes trends and precision in analytical methods measuring perfluoroalkyl acids (PFAAs) in human milk [e.g., perfluorooctane sulfonic acid (PFOS)]. A worldwide interlaboratory proficiency test with two human milk samples is reported showing a large inter-laboratory variation. High relative standard deviations (RSDs) for the 20 laboratories for PFOS (38, 49%) and perfluorooctanoic acid (PFOA, 53, 71%) indicates that there is a performance variation in the current data.Assessing the worldwide effectiveness of declining levels as a result of regulations and bans demands analytical precision and accuracy. The Stockholm Convention aims to reduce human levels by 20%. Assessing such a reduction of PFOS levels in human milk is currently impossible due to analytical difficulties. Crucial for improving precision and accuracy is better control of contamination and achieving higher sensitivity and selectivity in quantitative analysis. © 2012 Elsevier Ltd.","Chemical analysis; Polytetrafluoroethylenes; Scandium; Spectroscopy; Analytical method; Determination; DiPAPs; Et-PFOSAAcOH; GC; Human milk; ILS; Interlaboratory proficiency study; IT; LC-MS/MS; LLE; LOD; Me-PFOSAAcOH; MTBE; Perfluoroalkyl acids; Perfluorooctane sulfonic acids; Perfluorooctanoic acid; PFAA; PFASs; PFBA; PFBS; PFCA; PFDA; PFDoDA; PFHpA; PFHxA; PFHxS; PFNA; PFOA; PFOS; PFOSA; PFPeA; PFSA; PFUnDA; POP; Ppt; Precision; RSD; SPE; Stockholm; TBA; TOF; Trace-level analysis; UPLC; WHO; Trace analysis; perfluoro compound; perfluoroalkyl acid derivative; perfluoroalkyl carboxylic acid; perfluoroheptanoic acid; perfluorohexane sulfonic acid; perfluorononanoic acid; perfluorooctanesulfonic acid; perfluorooctanoic acid; unclassified drug; accuracy; analytic method; body burden; breast milk; comparative study; concentration (parameters); food analysis; food contamination; human; limit of detection; limit of quantitation; liquid chromatography; liquid liquid extraction; methodology; nonhuman; parity; precipitation; priority journal; protein precipitation; quality control; quantitative analysis; review; sampling; sensitivity analysis; solid phase extraction; tandem mass spectrometry; trend study"
"Van Leeuwen S.P.J., Leslie H.A., De Boer J., Van Leeuwen S.P.J., Van Bavel B., Abad E., Fiedler H.","POPs analysis reveals issues in bringing laboratories in developing countries to a higher quality level",2013,"10.1016/j.trac.2013.01.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876797269&doi=10.1016%2fj.trac.2013.01.008&partnerID=40&md5=3fb38fde48a6a39752386fb472b77cd0","We assessed the performance of laboratories in 18 developing countries in analyzing persistent organic pollutants (POPs) in environmental and human samples, as part of a capacity-building program with the goal of helping laboratories increase proficiency in the types of analyses required for the POPs Global Monitoring Program (GMP) under the Stockholm Convention. We identified several issues that need improvement before the laboratories can contribute to the GMP, including technical aspects of POPs analysis, QA/QC issues and laboratory-management problems. © 2013 Elsevier Ltd.","Developing countries; Laboratories; Monitoring; Personnel training; Quality control; Capacity building; Global monitoring; Laboratory management; Perfluorooctane sulfonic acids; Persistent organic pollutant (POP); Polybrominated diphenyl ethers; Quality assurance / quality controls; Stockholm; Organic pollutants; alpha hexachlorocyclohexane; benzene derivative; beta hexachlorocyclohexane; chlordecone; heptabromodiphenyl ether; hexabromobiphenyl; hexabromodiphenyl; lindane; pentabromobiphenyl; pentachlorobenzene; perfluorooctanesulfonic acid; perfluorooctanesulfonyl fluoride; sulfonic acid derivative; tetrabromobiphenyl; unclassified drug; analytic method; concentration (parameters); cost effectiveness analysis; developing country; equipment maintenance; human; instrumental analysis; laboratory test; liquid chromatography; mass fragmentography; persistent organic pollutant; pollutant; priority journal; quality control; review; risk assessment; socioeconomics"
"Zareitalabad P., Siemens J., Hamer M., Amelung W.","Perfluorooctanoic acid (PFOA) and perfluorooctanesulfonic acid (PFOS) in surface waters, sediments, soils and wastewater - A review on concentrations and distribution coefficients",2013,"10.1016/j.chemosphere.2013.02.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875680065&doi=10.1016%2fj.chemosphere.2013.02.024&partnerID=40&md5=87d3627f4ef2f7355c830429152de7e6","The sorption of perfluorinated compounds (PFCs) to soils and sediments determines their fate and distribution in the environment, but there is little consensus regarding distribution coefficients that should be used for assessing the environmental fate of these compounds. Here we reviewed sorption coefficients for PFCs derived from laboratory experiments and compared these values with the gross distribution between the concentrations of PFCs in surface waters and sediments or between wastewater and sewage sludge. Sorption experiments with perfluorooctanesulfonic acid (PFOS) and perfluorooctanoic acid (PFOA) suggest that their sorption can be described reasonably well as a partitioning-like process with an average logKoc of approximately 2.8 for PFOA and 3.0 for PFOS. However, median concentrations in sediments (PFOA, 0.27ngg-1; PFOS, 0.54ngg-1) or sewage sludge (PFOA, 37ngg-1; PFOS, 69ngg-1) in relation to median concentrations in surface water (PFOA, 3ngl-1; PFOS, 3ngl-1) or wastewater treatment effluent (PFOA, 24ngl-1; PFOS, 11ngl-1), suggest that effective logKoc distribution coefficients for the field situation may be close to 3.7 for PFOA and 4.2 for PFOS. Applying lab-based logKoc distribution coefficients can therefore result in a serious overestimation of PFC concentrations in water and in turn to an underestimation of the residence time of PFOA and PFOS in contaminated soils. Irrespective of the dissipation kinetics, the majority of PFOA and PFOS from contaminated soils will be transported to groundwater and surface water bodies. © 2013 Elsevier Ltd.","Bioaccumulation; Biochemistry; Effluent treatment; Effluents; Groundwater; Groundwater pollution; Organic pollutants; Residence time distribution; Sediments; Sewage sludge; Soils; Sorption; Surface waters; Wastewater treatment; Distribution coefficient; Food chain; Groundwater contamination; Laboratory experiments; Perfluorinated compound (PFCs); Perfluorooctanoic acid; Persistent organic pollutant (POP); Sorption coefficients; Soil pollution; aluminum silicate; carbon; ferric hydroxide; iron oxide; perfluorooctanesulfonic acid; perfluorooctanoic acid; surface water; assessment method; bioaccumulation; concentration (composition); effluent; environmental fate; food chain; groundwater pollution; literature review; organic acid; organic pollutant; reaction kinetics; sewage; sludge; soil pollution; surface water; wastewater; water treatment; entropy; hydrophobicity; review; sediment; sewage; sludge; soil pollution; surface soil; waste water management"
"Tang H.P.O.","Recent development in analysis of persistent organic pollutants under the Stockholm Convention",2013,"10.1016/j.trac.2013.01.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874428739&doi=10.1016%2fj.trac.2013.01.005&partnerID=40&md5=5771dcb1f2b8ccf74b803db99e540fcc","The Stockholm Convention (SC) on Persistent Organic Pollutants (POPs) is a global treaty under the United Nation Environmental Program with the aims to protect human health and the environment from hazardous, long-lasting chemicals through a series of activities to reduce and ultimately to eliminate their release. To assess the effectiveness of these activities undertaken worldwide, the Global Monitoring Plan was established in a bid to obtain comparable monitoring data on distribution of POPs, to identify changes in concentration over time, and to provide information on their regional and global environmental transport. Over 10. years after the adoption of the SC, new or improved techniques have been developed to strengthen the measurement capabilities of the parties to the SC. This article reviews the literature published in 2008-12 on the analysis of 22 POPs under the SC, covering recent development in sample preparation, separation, and detection in analysis of POPs. © 2013 Elsevier Ltd.","Error detection; Monitoring; Separation; Certified reference materials; Global monitoring; Hazardous chemicals; Interlaboratory comparison; Persistent organic pollutant (POP); Proficiency tests; Sample preparation; Stockholm; Organic pollutants; 1,1 dichloro 2,2 bis(4 chlorophenyl)ethane; 1,1 dichloro 2,2 bis(4 chlorophenyl)ethylene; aldrin; aroclor 1260; campheclor; chlordane; chlordecone; chlorphenotane; dieldrin; drinking water; endosulfan; endrin; heptachlor; hexachlorobenzene; hexachlorocyclohexane; lake water; mineral water; mirex; pentachlorobenzene; perfluoro compound; polybrominated diphenyl ether; polychlorinated biphenyl; polychlorinated dibenzodioxin; polychlorinated dibenzofuran; rain; river water; sea water; surface water; tap water; fish; fly ash; high performance liquid chromatography; house dust; limit of detection; liquid liquid extraction; mass fragmentography; mussel; nonhuman; organic pollution; pollution monitoring; pollution transport; priority journal; quality control; review; sediment; shellfish; sludge; soil analysis; solid phase microextraction; solvent extraction; Soxhlet extraction; supercritical fluid extraction; ultra performance liquid chromatography; waste water; water analysis"
"Saikat S., Kreis I., Davies B., Bridgman S., Kamanyire R.","The impact of PFOS on health in the general population: A review",2013,"10.1039/c2em30698k","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874406840&doi=10.1039%2fc2em30698k&partnerID=40&md5=fa3be74abbf204b89e82af527705c724","Perfluorooctane sulphonate (PFOS) is a persistent organic pollutant that is toxic, bioaccumulative and undergoes wide transportation across all environmental media. It has been widely detected in environmental samples but there is limited information about the health effects on humans from environmental exposure. This paper presents the findings of a review of the literature on the impact of PFOS on the health of the general population. Fifteen relevant epidemiological studies were identified that looked at the association between human PFOS exposure and a range of health related outcomes. Small but statistically significant associations have been reported with PFOS and total cholesterol, glucose metabolism, body mass index (BMI), thyroid function, infertility, breast feeding, uric acid and attention deficit/hyperactivity disorder (ADHD). The true significance of these findings is uncertain due to the inconsistencies in some of the study results and the limitations of the literature. The majority of studies were cross-sectional and considered surrogate markers of health (e.g. cholesterol levels). The available literature is also limited in ascertaining the link between PFOS concentrations in the environment, exposure pathways and health effects. We conclude that the current evidence is inconclusive and further large-scale prospective cohort studies would be useful to assess the association between environmental exposure to PFOS, appropriate biomarkers (e.g. serum levels of PFOS) and health outcomes. © 2013 The Royal Society of Chemistry.","cholesterol; glucose; low density lipoprotein cholesterol; perfluorooctanesulfonic acid; testosterone; thyroglobulin; thyroid hormone; triacylglycerol; uric acid; alkanesulfonic acid; biological marker; fluorocarbon; perfluorooctanesulfonic acid; pollutant; attention deficit disorder; bladder cancer; blood level; blood sampling; body mass; breast feeding; cancer incidence; cholesterol blood level; cross-sectional study; disease association; environmental exposure; environmental impact; environmental impact assessment; gestational age; glucose metabolism; high risk population; human; insulin resistance; liver cancer; Medline; metabolic syndrome X; pancreas cancer; population research; pregnancy outcome; priority journal; prostate cancer; review; self report; smoking; systematic review; thyroid function; thyroid hormone blood level; waist circumference; metabolism; pollutant; statistics and numerical data; toxicity; Alkanesulfonic Acids; Biological Markers; Environmental Exposure; Environmental Pollutants; Fluorocarbons"
"Weiss J.M., Van der Veen I., De Boer J., Van Leeuwen S.P.J., Cofino W., Crum S.","Analytical improvements shown over four interlaboratory studies of perfluoroalkyl substances in environmental and food samples",2013,"10.1016/j.trac.2012.10.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873306788&doi=10.1016%2fj.trac.2012.10.005&partnerID=40&md5=a61121902510a1602617d9ab3782d96e","An increasing number of reports confirm the world-wide presence of the perfluoroalkyl substances (PFASs). As a consequence, the demand for qualitative and quantitative environmental occurrence data requires accurate risk assessments. To improve the analytical quality of the determination of PFASs in food and environmental samples, a 4th international interlaboratory study (ILS) was conducted in 2011. A total of 31 partners participated, and, depending on the sample matrix, up to 29 data sets were submitted. The ILS focused on food samples, as it was organized by the PERFOOD consortium in collaboration with QUASIMEME. The results showed that the cumulative experience of the participants has improved their analytical quality over four international ILSs. Several sources of errors were identified and methods to avoid them are suggested. © 2012 Elsevier Ltd.","Spectroscopy; Environmental sample; Food samples; Interlaboratory studies; Perfluoroalkyl substance (PFAS); PERFOOD consortium; QUASIMEME; Water samples; Chemical analysis; perflexane; perflubutane; perfluoro compound; perfluoroalkyl; perfluorobutanoic acid; perfluorodecanoic acid; perfluoroheptanoic acid; perfluorohexanoic acid; perfluorononanoic acid; perfluorooctanoic acid; perfluoropentanoic acid; perfluorotetradecanoic acid; unclassified drug; analytic method; controlled study; extraction; fish; food analysis; laboratory test; limit of detection; limit of quantitation; nonhuman; priority journal; review; risk assessment; swine; vegetable; water analysis; water sampling"
"Valsecchi S., Rusconi M., Polesello S.","Determination of perfluorinated compounds in aquatic organisms: A review",2013,"10.1007/s00216-012-6492-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872361268&doi=10.1007%2fs00216-012-6492-7&partnerID=40&md5=8165fc5cad6ee207ee56a21e14974978","Bioaccumulation of PFAS in aquatic organisms is an environmental problem of growing concern around the world. This problem has been tackled by regulatory bodies by proposing EQS for biota in EU water bodies and tolerable daily intake for food. The introduction of regulatory limits requires the availability of harmonised and validated analytical methods of sufficient sensitivity. This paper reviews recent advances in analytical methods for analysis of PFAS in aquatic organisms. The methods available for biota analysis are mostly based on three extraction procedures: ion-pair extraction, solvent liquid extraction, and alkaline digestion. The resulting extracts are then subjected to different clean-up or enrichment steps on solid adsorbents, for example graphitized carbon black, C18, and WAX phases. All methods reviewed in this work give reliable results but are partially validated only, because of the lack of certified reference materials and regular interlaboratory exercises. The few interlaboratory exercises performed on real unspiked samples did not afford satisfactory results for PFAS other than PFOS, especially for matrices with high lipid content, for example mussels. The reasons for those partially negative results have been identified, and can mainly be attributed to calibration procedures and availability and purity of standards. The urgent need for certified reference materials for this type of analysis is emphasized. © 2012 Springer-Verlag Berlin Heidelberg.","Alkaline digestion; Analytical method; Aquatic organisms; Biota analysis; Calibration procedure; Certified reference materials; Environmental problems; Extraction method; Extraction procedure; Graphitized carbon black; Interlaboratory exercise; Ion pairs; LC-MS; Lipid content; Liquid extraction; Perfluorinated compounds; Regulatory bodies; Regulatory limit; Solid adsorbents; Tolerable daily intake; Waterbodies; Biochemistry; Reviews; Carbon black; carbon; fluorocarbon; lipid; solvent; animal; aquatic species; bivalve; calibration; chemistry; environmental monitoring; Europe; fish; human; mass spectrometry; metabolism; methodology; pollutant; quality control; review; sensitivity and specificity; shellfish; Animals; Aquatic Organisms; Bivalvia; Calibration; Carbon; Environmental Monitoring; Environmental Pollutants; Europe; Fishes; Fluorocarbons; Humans; Lipids; Mass Spectrometry; Quality Control; Sensitivity and Specificity; Shellfish; Solvents"
"Psychoyos D., Vinod K.Y.","Marijuana, Spice 'herbal high', and early neural development: Implications for rescheduling and legalization",2013,"10.1002/dta.1390","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872150019&doi=10.1002%2fdta.1390&partnerID=40&md5=2addbf3bdd764a2a1dc6ea28278a917e","Marijuana is the most widely used illicit drug by pregnant women in the world. In utero exposure to Δ9-tetrahydrocannabinol (Δ9-THC), a major psychoactive component of marijuana, is associated with an increased risk for anencephaly and neurobehavioural deficiencies in the offspring, including attention deficit hyperactivity disorder (ADHD), learning disabilities, and memory impairment. Recent studies demonstrate that the developing central nervous system (CNS) is susceptible to the effects of Δ9-THC and other cannabimimetics, including the psychoactive ingredients of the branded product 'Spice' branded products. These exocannabinoids interfere with the function of an endocannabinoid (eCB) system, present in the developing CNS from E12.5 (week 5 of gestation in humans), and required for proliferation, migration, and differentiation of neurons. Until recently, it was not known whether the eCB system is also present in the developing CNS during the initial stages of its ontogeny, i.e. from E7.0 onwards (week 2 of gestation in humans), and if so, whether this system is also susceptible to the action of exocannabinoids. Here, we review current data, in which the presence of an eCB system during the initial stage of development of the CNS is demonstrated. Furthermore, we focus on recent advances on the effect of canabimimetics on early gestation. The relevance of these findings and potential adverse developmental consequences of in utero exposure to 'high potency' marijuana, Spice branded products and/or cannabinoid research chemicals during this period is discussed. Finally, we address the implication of these findings in terms of the potential dangers of synthetic cannabinoid use during pregnancy, and the ongoing debate over legalization of marijuana. © 2012 John Wiley &amp; Sons, Ltd.","2,3 dihydro 5 methyl 3 (morpholinomethyl) 6 (1 naphthoyl)pyrrolo[1,2,3 de][1,4]benzoxazine; 3 (1 naphthoyl) 1 pentylindole; 4 (1,1 dimethylheptyl) 1',2',3',4',5',6' hexahydro 2,3' dihydroxy 6' (3 hydroxypropyl)biphenyl; am 2201; am 694; cannabinoid 1 receptor; cannabis; cp 47497 c8; dexanabinol; dronabinol; endocannabinoid; excipient; exocannabinoid derivative; illicit drug; jwh 073; jwh 210; jwh 398; jwn 250; jzl 184; nabilone; nabiximols; nam; oxiran acetate; oxiran hexanoate; psychotropic agent; rcs 08; rcs 4; rcs 4 c4; unclassified drug; unindexed drug; urb 602; urb 602 carbamate; wwl 70; anencephalus; antidepressant activity; behavior disorder; brain development; brain region; cell migration; cell proliferation; drug potency; human; mental disease; nerve cell differentiation; nerve degeneration; neuroprotection; neurotransmission; nonhuman; ontogeny; pregnant woman; prenatal exposure; prevalence; priority journal; review; spice; synthesis; tranquilizing activity; Anencephaly; Animals; Cannabinoids; Central Nervous System; Drug and Narcotic Control; Female; Humans; Marijuana Abuse; Maternal Exposure; Mental Disorders; Pregnancy; Pregnancy Complications; Prenatal Exposure Delayed Effects; Tetrahydrocannabinol"
"Ghannoum M., Gosselin S.","Enhanced Poison Elimination in Critical Care",2013,"10.1053/j.ackd.2012.09.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871538056&doi=10.1053%2fj.ackd.2012.09.002&partnerID=40&md5=0f78fdb2cced3a006b21956bd1163513","Nephrologists and critical care physicians are commonly involved in the treatment of severely poisoned patients. Various techniques exist presently to enhance the elimination of poisons. Corporeal treatments occur inside of the body and include multiple-dose activated charcoal, resin binding, forced diuresis, and urinary pH alteration. Extracorporeal treatments include hemodialysis, hemoperfusion, peritoneal dialysis, continuous renal replacement therapy, exchange transfusion, and plasmapheresis. This review illustrates the potential indications and limitations in the application of these modalities as well as the pharmacological characteristics of poisons amenable to enhanced elimination. © 2013 National Kidney Foundation, Inc..","activated carbon; amantadine; arsine; carbamazepine; chromium; colestyramine; cyclosporin; dapsone; dextropropoxyphene; digitoxin; digoxin; ferric ferrocyanide; ibuprofen; lithium; loop diuretic agent; meloxicam; methotrexate; mycophenolic acid 2 morpholinoethyl ester; nadolol; perfluoro compound; phencyclidine; phenobarbital; phenylbutazone; polystyrenesulfonate sodium; primidone; quinidine; rituximab; thallium; vancomycin; warfarin; acute kidney failure; alkalinization; diuresis; drug contraindication; drug half life; drug intoxication; exchange blood transfusion; hemodialysis; hemofiltration; hemoperfusion; human; hypokalemia; intensive care; intestine necrosis; intoxication; nonhuman; peritoneal dialysis; plasmapheresis; priority journal; review; urine acidification; Antidotes; Charcoal; Combined Modality Therapy; Critical Care; Diuretics; Exchange Transfusion, Whole Blood; Fluid Therapy; Hemoperfusion; Humans; Ion Exchange Resins; Plasmapheresis; Poisoning; Renal Replacement Therapy"
"Denny K.J., Woodruff T.M., Taylor S.M., Callaway L.K.","Complement in Pregnancy: A Delicate Balance",2013,"10.1111/aji.12000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870734684&doi=10.1111%2faji.12000&partnerID=40&md5=e74e8a89ef54a1bc4680556e5edc4084","The complement system is a key component of innate host defence that, under normal conditions, is responsible for the opsonization and destruction of potential pathogens. However, inappropriate or excessive activation of complement can have a detrimental effect on the host and has been implicated in the pathophysiology of numerous disease states. Recently, there has been increasing evidence for a role of the complement system and, in particular, the potent pro-inflammatory anaphylatoxin complement component 5a (C5a) in both normal and complicated pregnancy. The following review describes the results of in vitro, animal, and human clinical studies investigating the role of the complement system in healthy pregnancy, recurrent miscarriage, preterm birth, and preeclampsia. © 2012 John Wiley & Sons A/S.","alternative complement pathway C3 C5 convertase; classical complement pathway C3 C5 convertase; complement; complement component C3a; complement component C3b; complement component C5a; complement component C6; complement component C7; complement component C8; complement component C9; mannan binding lectin; pravastatin; recombinant vasculotropin; antigen antibody complex; blood vessel permeability; cell activation; cellular immunity; complement activation; complement alternative pathway; complement classical pathway; complement lectin pathway; complement system; drug safety; human; humoral immunity; immunological tolerance; in vitro study; innate immunity; nonhuman; opsonization; oxidative stress; pathogenesis; preeclampsia; pregnancy; premature labor; priority journal; proteinuria; review; spontaneous abortion; Th1 cell; Th1 Th2 balance; Th2 cell; Abortion, Habitual; Animals; Complement Activation; Complement System Proteins; Female; Homeostasis; Humans; Immune Tolerance; Immunity, Innate; Pre-Eclampsia; Pregnancy; Premature Birth"
"Semrany S., Favier L., Djelal H., Taha S., Amrane A.","Bioaugmentation: Possible solution in the treatment of Bio-Refractory Organic Compounds (Bio-ROCs)",2012,"10.1016/j.bej.2012.08.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866566123&doi=10.1016%2fj.bej.2012.08.017&partnerID=40&md5=6836cb83a16a25a8e9576d2fdfe13165","Water quality is questionable when looking at the emerging pollutants that accumulate in hydrosphere day after day. In terms of water treatments to eliminate organic compounds, biological treatments are the most used technique, especially the conventional activated sludge (CAS) process. Unfortunately, several of these compounds such as petroleum and industrial wastes, some pesticides, pharmaceuticals, and hormonal substances appear to be refractory to such treatments and can join the different water surfaces from other natural environments especially contaminated soils. Physical and chemical treatments, in particularly the advanced oxidation processes (AOPs) are able to degrade some of these pollutants, but the nature and the possible effects of oxidation by-products remain controversial when complete mineralization does not occur. The aim of this article is to shed light on new and renewed biotechnological techniques recently introduced to resolve recalcitrance problem. Amending activated sludge with additional microorganisms able to produce versatile enzymes to enhance biodegradability or "" bioaugmentation"" , is gradually considered as a possible solution for the recalcitrance of Bio-Refractory Organic Compounds (Bio-ROCs). The use of this technique, traditionally in soil remediation field, and recently in water and sediments treatment is reviewed in this paper. © 2012 Elsevier B.V.","Activated sludge; Advanced oxidation process; Bio-augmentation; Bio-refractory organic compounds; Biological treatment; Biostimulation; Chemical treatments; Contaminated soils; Conventional activated sludges; Emerging pollutants; Natural environments; Oxidation by-products; Soil remediation; Water surface; Biodegradation; Bioremediation; Biotechnology; Organic compounds; Refractory materials; Soil conservation; Soil pollution; Water quality; Water treatment; Water pollution; biorefractory organic compound; hormone; organic compound; pesticide; petroleum; polycyclic aromatic hydrocarbon; unclassified drug; acclimatization; activated sludge; bioaugmentation; biodegradability; bioremediation; biotechnological procedures; hydrosphere; industrial waste; mineralization; oxidation; physical chemistry; pollutant; priority journal; review; sediment; soil pollutant; soil pollution; water treatment"
"Wang Y., Jin Y.","Perfluorooctane sulfonate (PFOS) and calcium channel downstream signaling molecules",2012,"10.1039/c2tx20017a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877931087&doi=10.1039%2fc2tx20017a&partnerID=40&md5=bbea89d473e3236078ce867ae091d43c","As a neurotoxic environmental contaminant, perfluorooctane sulfonate (PFOS) has made a great impact on brain tissue. Neurotoxicity studies have shown that PFOS can cause abnormally high levels of calcium concentration in the hippocampus, thus inhibiting the growth of synapses, elevating the glutamate level in the nervous system, influencing behavioural response, and destroying the central nervous system, but the mechanism has not been explored by in-depth discussion. As an important second messenger in nerve cells, calcium ions mediate the release of neurotransmitters, the formation of nerve spinous process and growth through the transmission of information, and are an essential requirement for maintaining nerve physiological functions. In this paper, calcium signal transduction pathways in hippocampus cells are systematically introduced, which can help to clarify the neurotoxic mechanism of PFOS, and provide further scientific basis for learning and memory ability. © 2012 The Royal Society of Chemistry.","calcium channel; cyclic AMP dependent protein kinase; cyclic AMP responsive element binding protein; mitogen activated protein kinase; nitric oxide synthase; perfluorooctanesulfonic acid; brain cortex; calcium homeostasis; cell membrane; central nervous system; enzyme activation; hippocampus; in vitro study; learning; memory; nerve cell; nerve cell plasticity; neurotoxicity; nonhuman; pollutant; priority journal; protein expression; protein phosphorylation; review; signal transduction"
"Bašić M., Butorac A., Landeka Jurčević I., Bačun-Družina V.","Obesity: Genome and environment interactions",2012,"10.2478/10004-1254-63-2012-2244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875794080&doi=10.2478%2f10004-1254-63-2012-2244&partnerID=40&md5=aae9e96fc8f43e6f4b18300435404649","Obesity has become one of the major threats for public health in industrialised world among adults, but also among adolescents and children. It is influenced by the interaction of genes, nutrition, environment, and lifestyle. Environmental and lifestyle risk factors include foetal and lifelong environment, nutrient quality, chemical and microbial exposure, and psychical stress, all of which are important contributing influences. Removing or limiting chemical and pharmaceutical obesogens from human environment could make a difference in the growing epidemic of obesity. Additionally, nutrigenomics describes how modifications in individual diets can improve health and prevent chronic diseases, as well as obesity, by understanding the effects of a genetic profile in the interaction between food and increase in body weight. Furthermore, individual genetic variations in genome represent an individual's predisposition for obesity. Therefore, the use of individual genetic information, avoiding obesogens, and a healthy lifestyle could help to improve the management of obesity and maintain a healthy weight.","beta adrenergic receptor; interleukin 6; leptin; leptin receptor; melanocortin 3 receptor; omega 3 fatty acid; organotin compound; perfluorooctanoic acid; peroxisome proliferator activated receptor gamma; pioglitazone; proopiomelanocortin; retinoid X receptor alpha; retinoid X receptor beta; retinoid X receptor gamma; rosiglitazone; uncoupling protein; breast cancer; chromatin structure; DNA methylation; exposure; gene interaction; gene mapping; genetic variability; genotype environment interaction; histone modification; human; hyperglycemia; hypertension; industrialization; insulin resistance; lifestyle; low calory diet; metabolic syndrome X; microbiome; non insulin dependent diabetes mellitus; nutritional value; obesity; prevalence; prostate cancer; review; risk factor; sleep disordered breathing; weight gain; Attitude to Health; Causality; Comorbidity; Diet; Environmental Exposure; Genetic Predisposition to Disease; Health Behavior; Humans; Life Style; Nutrigenomics; Obesity; Stress, Psychological"
