Authors,Title,Year,DOI,Link,Abstract,Index.Keywords
"Conder J.M., Hoke R.A., De Wolf W., Russell M.H., Buck R.C.",Are PFCAs bioaccumulative? A critical review and comparison with regulatory criteria and persistent lipophilic compounds,2008,10.1021/es070895g,https://www.scopus.com/inward/record.uri?eid=2-s2.0-39649084641&doi=10.1021%2fes070895g&partnerID=40&md5=ad119587f31a618634f711ba9e994ce1,"Perfluorinated acids, including perfluorinated carboxylates (PFCAs), and perfluorinated sulfonates (PFASs), are environmentally persistent and have been detected in a variety of wildlife across the globe. The most commonly detected PFAS, perfluorooctane sulfonate (PFOS), has been classified as a persistent and bioaccumulative substance. Similarities in chemical structure and environmental behavior of PFOS and the PFCAs that have been detected in wildlife have generated concerns about the bioaccumulation potential of PFCAs. Differences between partitioning behavior of perfluorinated acids and persistent lipophilic compounds complicate the understanding of PFCA bioaccumulation and the subsequent classification of the bioaccumulation potential of PFCAs according to existing regulatory criteria. Based on available research on the bioaccumulation of perfluorinated acids, five key points are highlighted in this review: (1) bioconcentration and bioaccumulation of perfluorinated acids are directly related to the length of each compound's fluorinated carbon chain; (2) PFASs are more bioaccumulative than PFCAs of the same fluorinated carbon chain length; (3) PFCAs with seven fluorinated carbons or less (perfluorooctanoate (PFO) and shorter PFCAs) are not considered bioaccumulative according to the range of promulgated bioaccumulation, ""B"", regulatory criteria of 1000-5000 L/kg; (4) PFCAs with seven fluorinated carbons or less have low biomagnification potential in food webs, and (5) more research is necessary to fully characterize the bioaccumulation potential of PFCAs with longer fluorinated carbon chains (>7 fluorinated carbons), as PFCAs with longer fluorinated carbon chains may exhibit partitioning behavior similar to or greater than PFOS. The bioaccumulation potential of perfluorinated acids with seven fluorinated carbons or less appears to be several orders of magnitude lower than ""legacy"" persistent lipophilic compounds classified as bioaccumulative. Thus, although many PFCAs are environmentally persistent and can be present at detectable concentrations in wildlife, it is clear that PFCAs with seven fluorinated carbons or less (including PFO) are not bioaccumulative according to regulatory criteria. © 2008 American Chemical Society.",Bioaccumulation; Biomagnetism; Structure (composition); Lipophilic compounds; Perfluorinated acids; Esters; carbon; carboxylic acid derivative; organic compound; organic matter; perfluoro compound; perfluorooctanesulfonic acid; sulfonic acid derivative; Bioaccumulation; Biomagnetism; Esters; Structure (composition); bioaccumulation; comparative study; environmental legislation; fluorocarbon; food web; organic sulfur compound; partitioning; persistence; wild population; aquatic species; bioaccumulation; chemical structure; fluorination; food web; organic pollution; review; trophic cascade; wildlife; Animals; Conservation of Natural Resources; Fluorocarbons
"Deepika D., Rovira J., Sabuz Ó., Balaguer J., Schuhmacher M., Domingo J.L., Kumar V.",Framework for risk assessment of PFAS utilizing experimental studies and in-silico models,2022,10.1016/j.envres.2022.112722,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122639250&doi=10.1016%2fj.envres.2022.112722&partnerID=40&md5=0434c8badbeda3e66425e591d16e1f99,"Perfluoroalkyl substances (PFAS), especially PFOS and PFOA, are two widely used synthetic chemicals that can impact human health based on evidence from animal and epidemiologic studies. In this paper, we have reviewed and summarized the influence of PFAS exposure on health, pointing the quality of evidence, and applied translational techniques to integrate evidence for PFAS policy making. This is the first review where highly referred articles on PFAS used for policymaking by several regulatory agencies were collected and evaluated based on the review guidelines developed by the US National Toxicology Program's Office of Health Assessment and Translation (OHAT) review guidelines. Several limitations were observed, including co-exposure to multiple chemicals and limited measurement of primary and secondary outcomes related to specific toxicity. However, data from all the studies provided a moderate to strong level of confidence for link between PFAS exposure and different adverse outcomes. Secondly, for translating the risk to humans, an in-silico model and scaling approach was utilized. Physiologically based pharmacokinetic model (PBPK) was used to calculate the human equivalent dose (HED) from two widely accepted studies and compared with tolerable daily intakes (TDIs) established by various regulatory agencies. Inter-species dose extrapolation was done to compare with human the relevance of dosing scenarios used in animals. Overall, a framework for translation of risk was proposed based on the conclusions of this review with the goal of improving policymaking. The current paper can improve the methodological protocols for PFAS experimental studies and encourage the utilization of in-silico models for translating risk. © 2022 The Authors",alkanesulfonic acid; fluorocarbon; animal; computer simulation; pharmacokinetics; pollutant; risk assessment; toxicity; Alkanesulfonic Acids; Animals; Computer Simulation; Environmental Pollutants; Fluorocarbons; Risk Assessment
"Han G., Lu C., Guo J., Qiao Z., Sui N., Qiu N., Wang B.",C2H2 Zinc Finger Proteins: Master Regulators of Abiotic Stress Responses in Plants,2020,10.3389/fpls.2020.00115,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081210851&doi=10.3389%2ffpls.2020.00115&partnerID=40&md5=783484876d7e64238e808cc143116b3b,"Abiotic stresses such as drought and salinity are major environmental factors that limit crop yields. Unraveling the molecular mechanisms underlying abiotic stress resistance is crucial for improving crop performance and increasing productivity under adverse environmental conditions. Zinc finger proteins, comprising one of the largest transcription factor families, are known for their finger-like structure and their ability to bind Zn2+. Zinc finger proteins are categorized into nine subfamilies based on their conserved Cys and His motifs, including the Cys2/His2-type (C2H2), C3H, C3HC4, C2HC5, C4HC3, C2HC, C4, C6, and C8 subfamilies. Over the past two decades, much progress has been made in understanding the roles of C2H2 zinc finger proteins in plant growth, development, and stress signal transduction. In this review, we focus on recent progress in elucidating the structures, functions, and classifications of plant C2H2 zinc finger proteins and their roles in abiotic stress responses. © Copyright © 2020 Han, Lu, Guo, Qiao, Sui, Qiu and Wang.",NA
"Ishimoto T., Koyama M.",A review of molecular-level mechanism of membrane degradation in the polymer electrolyte fuel cell,2012,10.3390/membranes2030395,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869144499&doi=10.3390%2fmembranes2030395&partnerID=40&md5=0380065124acb8ec0c3d925b03e97896,"Chemical degradation of perfluorosulfonic acid (PFSA) membrane is one of the most serious problems for stable and long-term operations of the polymer electrolyte fuel cell (PEFC). The chemical degradation is caused by the chemical reaction between the PFSA membrane and chemical species such as free radicals. Although chemical degradation of the PFSA membrane has been studied by various experimental techniques, the mechanism of chemical degradation relies much on speculations from ex-situ observations. Recent activities applying theoretical methods such as density functional theory, in situ experimental observation, and mechanistic study by using simplified model compound systems have led to gradual clarification of the atomistic details of the chemical degradation mechanism. In this review paper, we summarize recent reports on the chemical degradation mechanism of the PFSA membrane from an atomistic point of view. © 2012 by the authors; licensee MDPI, Basel, Switzerland.",Chemical analysis; Chemical operations; Density functional theory; Free radicals; Membranes; Polyelectrolytes; Polymers; Proton exchange membrane fuel cells (PEMFC); Chemical degradation; Chemical species; Ex situ; Experimental observation; Experimental techniques; Long-term operation; Mechanistic studies; Membrane degradation; Model compound; Molecular levels; Perfluorosulfonic acid; Perfluorosulfonic acid membranes; PFSA membranes; Polymer electrolyte fuel cells; Degradation
Gulati A.,Recent advances in the development of haemoglobin-based blood substitutes,1997,10.1517/13543784.6.11.1659,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030708923&doi=10.1517%2f13543784.6.11.1659&partnerID=40&md5=73a630a1c3575d6bc213c4da30525808,"The term 'blood substitute' is commonly used to describe products that can carry and deliver oxygen. These products are also referred to as 'oxygen carriers' or 'oxygen therapeutics'. Blood substitutes are a new generation of oxygen therapeutics and their introduction will redefine treatment approaches in a wide range of medical and surgical practices. There are two major classes of this new generation of oxygen therapeutics; (1) modified haemoglobin solutions, referred to as haemoglobin-based blood substitutes (HBBS) and (2) perfluorocarbon emulsions. Tremendous progress has been made in the past four years with the development of HBBS. In comparison, not much progress has been made in the development of perfluorocarbons as oxygen carriers. In the present review discussion is limited to the development of HBBS. Several types of HBBS have been developed and are in different phases of clinical trials. Free haemoglobin has been crosslinked, conjugated, polymerised or encapsulated to prevent its dissociation into dimers. The stability and purity of HBBS are extremely important in overcoming most of the significant toxicities of these products. Commercial manufacturers have utilised better proprietary formulations and purification technologies, and HBBS developed by these organisations have demonstrated safety in both preclinical and clinical studies. Recent research activities suggest a broad range of therapeutic applications for this new generation of oxygen therapeutics. The introduction of HBBS in critical care medicine will provide a new approach of not only improving perfusion, but also delivering oxygen to tissues.",blood substitute; cyclic gmp; endothelin; fluorocarbon; hemoglobin; nitric oxide; cardiovascular system; drug safety; human; intensive care; review; sepsis; transfusion
"Liu S.Y., Qian G.S.",The protective effects of perfluorocarbon on acute lung injury and its clinical prospect,2006,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956271933&partnerID=40&md5=1f8df2ee0d7b1a75098f88bc828212cd,[No abstract available],"fluorocarbon; acute lung injury; artificial ventilation; drug effect; human; lung; methodology; review; Acute Lung Injury; Fluorocarbons; Humans; Lung; Respiration, Artificial"
"Munoz G., Liu J., Vo Duy S., Sauvé S.","Analysis of F-53B, Gen-X, ADONA, and emerging fluoroalkylether substances in environmental and biomonitoring samples: A review",2019,10.1016/j.teac.2019.e00066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066127663&doi=10.1016%2fj.teac.2019.e00066&partnerID=40&md5=2a26b4a000809c775d52864ded5d21cb,"The persistent, bioaccumulative, and toxic properties of certain per- and polyfluoroalkyl substances (PFAS) raise concerns for environmental and human health. This has led to the gradual phase-out from production and commerce of some legacy PFAS. Fluoroalkylether compounds (ether-PFAS) are among the fluorinated alternative chemicals that are beginning to be reported in impacted and background environments. Extensive monitoring activities were conducted since 2015–2019 to bridge knowledge gaps on the environmental fate and effects of ether-PFAS including F-53B (6:2 chlorinated polyfluoroalkyl ether sulfonate [6:2 Cl-PFAES] and 8:2 Cl-PFAES), Gen-X (hexafluoropropylene oxide dimer acid [HFPO-DA]), and ADONA (dodecafluoro-3H-4,8-dioxanonanoate). In recent years, advances in nontarget screening using high-resolution mass spectrometry have revealed the identities of other infrequently monitored ether-PFAS. In this critical review, we provide an up-to-date inventory of the structures of ether-PFAS discovered in the recent literature. Their environmental occurrence, fate, and effects are discussed on a comparative perspective with some legacy PFAS such as perfluorooctanoic acid (PFOA) and perfluorooctane sulfonic acid (PFOS). Information on the methods employed for the quantitative and semi-quantitative analysis of ether-PFAS is also provided, including sample preparation and mass spectrometry analysis, analytical performance, and limitations. In particular, the compiled database of MS/MS fragment ions (n = 111) can be useful in spectrum interpretation of novel ether-PFAS. The concluding remarks open on possible research avenues and the challenges that remain to be addressed. © 2019",NA
"Smirnov A.V., Aksenov I.V., Zaǐtseva K.K.",The correction of hypoxic and ischemic states with the use of antihypoxants (a review of the literature) [Korrektsiia gipoksicheskikh i ishemicheskikh sostoianiǐ s pomoshch'iu antigipoksantov (obzor literatury).],1992,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026936435&partnerID=40&md5=5387018f92cfb9f1900ca3134988e6b6,"The review of literature contains data concerning the highly efficient antihypoxant--""Hutemin"". The article also describes the group of ""standard antihypoxants"" (Natrii oxydutyras, Pyracetam, Amtizol), and some perspective pharmacological drugs with antihypoxic activity (Trimin, Aethomerol, Perfluorine-carbonaceous emulsions) which actually undergo pilot clinical researches. Summarizing the data, the authors make a conclusion about the necessity to conduct search for new antihypoxants with various mechanisms of action on systemic and cell levels, and also to widen their clinical application.",oxidizing agent; anoxia; bleeding; human; hypoxemia; ischemia; review; structure activity relation; Anoxemia; Anoxia; English Abstract; Hemorrhage; Human; Ischemia; Oxidants; Structure-Activity Relationship
"Bravo P., Crucianelli M., Ono T., Zanda M.",Synthesis and biological activity of β-fluoroalkyl β-amino alcohols,1999,10.1016/S0022-1139(99)00024-X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002563538&doi=10.1016%2fS0022-1139%2899%2900024-X&partnerID=40&md5=eedbebf2872f900dc4e7481b9c1218b0,"This paper reviews the synthesis of unnatural chiral β-fluoroalkyl β-amino alcohols, with an emphasis on their biological activity and pharmaceutical applications.",NA
"Mcdonough C.A., Li W., Bischel H.N., De Silva A.O., Dewitt J.C.",Widening the Lens on PFASs: Direct Human Exposure to Perfluoroalkyl Acid Precursors (pre-PFAAs),2022,10.1021/acs.est.2c00254,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127559347&doi=10.1021%2facs.est.2c00254&partnerID=40&md5=02e8b002a2e6dc05e5b34b1f7f5494f1,"Determining health risks associated with per-/polyfluoroalkyl substances (PFASs) is a highly complex problem requiring massive efforts for scientists, risk assessors, and regulators. Among the most poorly understood pressing questions is the relative importance of pre-PFAAs, which are PFASs that degrade to highly persistent perfluoroalkyl acids. How many of the vast number of existing pre-PFAAs are relevant for direct human exposure, and what are the predominant exposure pathways? What evidence of direct exposure to pre-PFAAs is provided by human biomonitoring studies? How important are pre-PFAAs and their biotransformation products for human health risk assessment? This article outlines recent progress and recommendations toward widening the lens on human PFAS exposure to include the pre-PFAA subclass. © 2022 American Chemical Society.","Biochemistry; Health risks; Acid precursors; Bioaccumulation; Human exposures; Non-target analysis; Per- and polyfluoroalkyl substance; Perfluoroalkyl acids; Polyfluoroalkyl substances; Precursor; Risks assessments; Risk assessment; bioaccumulation; biological monitoring; biotransformation; health hazard; health risk assessment; human; review; risk assessment; animal; biotransformation; fish; water pollutant; fluorocarbon; Animals; Biotransformation; Fishes; Fluorocarbons; Humans; Water Pollutants, Chemical"
"Somma S., Reverchon E., Baldino L.",Water purification of classical and emerging organic pollutants: An extensive review,2021,10.3390/chemengineering5030047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112568179&doi=10.3390%2fchemengineering5030047&partnerID=40&md5=a89dd62f985967681ab30360f87ed00c,"The main techniques used for organic pollutant removal from water are adsorption, reductive and oxidative processes, phytoremediation, bioremediation, separation by membranes and liquid–liquid extraction. In this review, strengths and weaknesses of the different purification techniques are discussed, with particular attention to the newest results published in the scientific literature. This study highlighted that adsorption is the most frequently used method for water purification, since it can balance high organic pollutants removal efficiency, it has the possibility to treat a large quantity of water in semi-continuous way and has acceptable costs. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",NA
"Temkin A.M., Hocevar B.A., Andrews D.Q., Naidenko O.V., Kamendulis L.M.",Application of the key characteristics of carcinogens to per and polyfluoroalkyl substances,2020,10.3390/ijerph17051668,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081258250&doi=10.3390%2fijerph17051668&partnerID=40&md5=5c3a7cca5ec2e1733abde0ce82f175cf,"Per-and polyfluoroalkyl substances (PFAS) constitute a large class of environmentally persistent chemicals used in industrial and consumer products. Human exposure to PFAS is extensive, and PFAS contamination has been reported in drinking water and food supplies as well as in the serum of nearly all people. The most well-studied member of the PFAS class, perfluorooctanoic acid (PFOA), induces tumors in animal bioassays and has been associated with elevated risk of cancer in human populations. GenX, one of the PFOA replacement chemicals, induces tumors in animal bioassays as well. Using the Key Characteristics of Carcinogens framework for cancer hazard identification, we considered the existing epidemiological, toxicological and mechanistic data for 26 different PFAS. We found strong evidence that multiple PFAS induce oxidative stress, are immunosuppressive, and modulate receptor-mediated effects. We also found suggestive evidence indicating that some PFAS can induce epigenetic alterations and influence cell proliferation. Experimental data indicate that PFAS are not genotoxic and generally do not undergo metabolic activation. Data are currently insufficient to assess whether any PFAS promote chronic inflammation, cellular immortalization or alter DNA repair. While more research is needed to address data gaps, evidence exists that several PFAS exhibit one or more of the key characteristics of carcinogens. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","carcinogen; drinking water; perfluoroalkyl substance; perfluorooctanoic acid; polyfluoroalkyl substance; unclassified drug; carcinogen; drinking water; fluorocarbon; cancer; carcinogen; DNA; organohalogen; oxidative stress; toxicity; bioassay; cancer risk; cell death; cell immortalization; cell proliferation; chronic inflammation; DNA methylation; DNA repair; electrophilicity; environmental exposure; epigenetics; food contamination; genomic instability; genotoxicity; health hazard; human; immunomodulation; immunotoxicity; metabolic activation; nonhuman; nutrient supply; oxidative stress; Review; water contamination; building material; chemistry; water pollutant; Animalia; Carcinogens; Construction Materials; Drinking Water; Fluorocarbons; Humans; Water Pollutants, Chemical"
Lehmler H.-J.,Anti-inflammatory effects of perfluorocarbon compounds,2008,10.1586/17476348.2.2.273,https://www.scopus.com/inward/record.uri?eid=2-s2.0-47249150600&doi=10.1586%2f17476348.2.2.273&partnerID=40&md5=e267c76b64158606b521675e111dd02c,"Perfluorocarbon compounds (PFCs) are of interest for the treatment of acute lung injury due to unique physicochemical properties such as high solubility for oxygen. Different respiratory treatment modalities (e.g., liquid ventilation or aerosolized PFCs) have been shown to decrease pulmonary inflammatory responses in addition to improving lung compliance in animal models of lung injury and in clinical trials. Specifically, PFC-based treatment modalities have been shown to reduce levels of cytokines, chemokines and other mediators of pulmonary inflammation in a PFC- and, to some extent, concentration-dependent manner. As a result, neutrophil adhesion, accumulation and activation are reduced in PFC-treated animals and in humans undergoing partial liquid ventilation. Although more fundamental studies of the underlying anti-inflammatory mechanisms are needed, respiratory treatment modalities involving PFCs hold great clinical promise. © 2008 Future Drugs Ltd.",CD11b antigen; cyclooxygenase 2; fc 77; fc 84; fluorocarbon; gamma interferon; immunoglobulin enhancer binding protein; intercellular adhesion molecule 1; interleukin 10; interleukin 1beta; interleukin 6; interleukin 8; messenger RNA; organofluorine derivative; PADGEM protein; perflexane; perfluorodecalin; perfluorooctane; perfluorotributylamine; prostaglandin E2; reactive oxygen metabolite; tumor necrosis factor alpha; acute lung injury; antigen expression; antiinflammatory activity; cell membrane transport; concentration response; drug efficacy; drug structure; drug uptake; human; liquid ventilation; lung compliance; nonhuman; passive transport; phagocytosis; review
"Roth K., Petriello M.C.",Exposure to per- and polyfluoroalkyl substances (PFAS) and type 2 diabetes risk,2022,10.3389/fendo.2022.965384,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136624563&doi=10.3389%2ffendo.2022.965384&partnerID=40&md5=6e9d7e76ac6bd370a49566829b43d679,"Per- and polyfluoroalkyl substances (PFAS) are ubiquitous man-made chemicals found in consumer products including fabrics, food packaging, non-stick coatings, and aqueous film-forming foams. PFAS are stable and extremely resistant to degradation, resulting in high persistence throughout the environment as well as in human blood. PFAS consist of a large family of synthetic chemicals, with over 4000 distinct varieties having been identified and around 250 currently being manufactured at globally relevant levels. Numerous epidemiological studies have linked exposure to PFAS with adverse health effects ranging from immunotoxicity, cardiometabolic disease, developmental and reproductive effects, cancer, and recently type 2 diabetes. Several studies have demonstrated associations between serum PFAS concentrations and glycemic indicators of type 2 diabetes including glucose, insulin, and HOMA-IR in adolescent and adult cohorts. In addition, some studies have shown positive associations with incident type 2 diabetes and multiple PFAS. However, the link between PFAS exposure and the development of diabetes continues to be a disputed area of study, with conflicting data having been reported from various epidemiological studies. In this mini review we will summarize the current state of the literature linking PFAS to type 2 diabetes and discuss important future directions including the use of more complex mixtures-based statistical analyses. Copyright © 2022 Roth and Petriello.",glycerophospholipid; hemoglobin A1c; insulin; per and polyfluoroalkyl substance; proinsulin; unclassified drug; body mass; cognitive defect; diabetes mellitus; drug mixture; environmental exposure; enzyme linked immunosorbent assay; estimated glomerular filtration rate; glucose blood level; glucose homeostasis; HOMA index; human; hyperglycemia; immunotoxicity; insulin resistance; insulin sensitivity; non insulin dependent diabetes mellitus; obesity; oral glucose tolerance test; prevalence; Review; risk factor; systematic review
"Chodobski A., Zink B.J., Szmydynger-Chodobska J.",Blood-Brain Barrier Pathophysiology in Traumatic Brain Injury,2011,10.1007/s12975-011-0125-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83355166774&doi=10.1007%2fs12975-011-0125-x&partnerID=40&md5=2b887ce23be459c2a38bc7b79758efd3,"The blood-brain barrier (BBB) is formed by tightly connected cerebrovascular endothelial cells, but its normal function also depends on paracrine interactions between the brain endothelium and closely located glia. There is a growing consensus that brain injury, whether it is ischemic, hemorrhagic, or traumatic, leads to dysfunction of the BBB. Changes in BBB function observed after injury are thought to contribute to the loss of neural tissue and to affect the response to neuroprotective drugs. New discoveries suggest that considering the entire gliovascular unit, rather than the BBB alone, will expand our understanding of the cellular and molecular responses to traumatic brain injury (TBI). This review will address the BBB breakdown in TBI, the role of blood-borne factors in affecting the function of the gliovascular unit, changes in BBB permeability and post-traumatic edema formation, and the major pathophysiological factors associated with TBI that may contribute to post-traumatic dysfunction of the BBB. The key role of neuroinflammation and the possible effect of injury on transport mechanisms at the BBB will also be described. Finally, the potential role of the BBB as a target for therapeutic intervention through restoration of normal BBB function after injury and/or by harnessing the cerebrovascular endothelium to produce neurotrophic growth factors will be discussed. © 2011 Springer Science+Business Media, LLC.",ABC transporter; ABC transporter A1; albumin; atp binding cassette transporter c8; cytokine; fibrinogen; glutamic acid; matrix metalloproteinase; reactive oxygen metabolite; sodium potassium chloride cotransporter; sodium proton exchange protein; thrombin; transforming growth factor beta; unclassified drug; vasculotropin A; blood brain barrier; blood clotting; brain dysfunction; brain edema; cell invasion; cell migration; encephalitis; human; inflammatory cell; leukocyte; nonhuman; oxidative stress; pathophysiology; priority journal; protein function; review; traumatic brain injury
"Yadav S., Ibrar I., Al-Juboori R.A., Singh L., Ganbat N., Kazwini T., Karbassiyazdi E., Samal A.K., Subbiah S., Altaee A.",Updated review on emerging technologies for PFAS contaminated water treatment,2022,10.1016/j.cherd.2022.04.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129735080&doi=10.1016%2fj.cherd.2022.04.009&partnerID=40&md5=3fc9bfb428c5762a69997920b8a5e943,"Despite the rapid advances in treatment technologies for per-fluoroalkyl and poly-fluoroalkyl substances (PFAS) removal, the efficiency and practicality of these technologies would be either questionable or not cost-competitive sometimes. Several studies have successfully removed or destroyed PFAS from aqueous solutions but only to a limited level. Nevertheless, the treatment technologies are still evolving, and thus, long-term strategies should be implemented with caution. In this study, the physical and chemical properties of PFAS were provided. The emerging treatment technologies for PFAS removal, such as ion exchange resins, adsorption, advanced oxidation process, and membrane-based separation, are briefly reviewed in this paper. The treatment's mechanisms and future research trends are covered to provide insight into the technologies above. The study covered the treatment technologies for PFAS removal systematically and hierarchically and delivered a guideline for creating efficient and robust treatment technology for PFAS treatment. © 2022 Institution of Chemical Engineers",Ion exchange; Membrane technology; Water pollution; Water treatment; Advanced oxidation process and membrane technology; Advanced Oxidation Processes; Contaminated water; Cost competitive; Emerging technologies; Ion-exchange resins; Long-term strategy; Physical and chemical properties; Poly-fluoroalkyl substance; Treatment technologies; Ion exchange resins
"Jiao K.-J., Zhao C.-Q., Fang P., Mei T.-S.",Palladium catalyzed C—H functionalization with electrochemical oxidation,2017,10.1016/j.tetlet.2016.12.065,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010843444&doi=10.1016%2fj.tetlet.2016.12.065&partnerID=40&md5=7b2ce6b24155b78b95cf5310e7b0c650,"Transition-metal-catalyzed C[sbnd]H functionalization has emerged as attractive tools for organic synthesis. These catalytic reactions typically need strong chemical oxidants, which possess significant disadvantages, including high cost, poor atom economy, and the formation of undesired byproducts. To overcome these issues, transition-metal-catalyzed C[sbnd]H functionalization via electrochemical oxidation has been recently developed. This process provides a practical and environmentally benign procedure for C[sbnd]H functionalization. This review summarizes recent achievements of transition-metal-catalyzed electrochemical C[sbnd]H functionalization. © 2016 Elsevier Ltd",carbon; hydrogen; oxidizing agent; palladium; catalysis; chemical reaction; chlorination; electrochemistry; halogenation; iodination; olefination; oxidation; oxygenation; perfluoroalkylation; phosphonation; Review
"Vlaicu S.I., Tatomir A., Rus V., Mekala A.P., Mircea P.A., Niculescu F., Rus H.",The role of complement activation in atherogenesis: the first 40 years,2016,10.1007/s12026-015-8669-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955701892&doi=10.1007%2fs12026-015-8669-6&partnerID=40&md5=410b7870fd874dd74d4b8b97190fa07c,"The pathogenesis of atherosclerotic inflammation is a multi-step process defined by the interweaving of excess modified lipid particles, monocyte-macrophages populations, and innate immune and adaptive immunity effectors. A part of innate immunity, the complement system, is an important player in the induction and progression of atherosclerosis. The accumulation of either oxidized or enzymatically modified LDL—bound to C-reactive protein or not—prompts complement activation leading to the assembly of the terminal complement C5b-9 complex in the atherosclerotic lesion. The sublytic C5b-9 assembly leads to the activation and proliferation of smooth muscle and endothelial cells, accompanied by the release of various chemotactic, pro-adhesion, and procoagulant cytokines from these cells. Response gene to complement (RGC)-32, an essential effector of the terminal complement complex C5b-9, also affects atherogenesis, propelling vascular smooth muscle cell proliferation and migration, stimulating endothelial proliferation, and promoting vascular lesion formation. A substantial amount of experimental work has suggested a role for the complement system activation during atherosclerotic plaque formation, with the proximal classical complement pathway seemingly having a protective effect and terminal complement contributing to accelerated atherogenesis. All these data suggest that complement plays an important role in atherogenesis. © 2015, Springer Science+Business Media New York.","C reactive protein; CD11b antigen; CD59 antigen; clusterin; complement; complement 32; complement component C3; complement component C3b receptor; complement component C6; complement component C7; complement component C8; complement factor H; complement inhibitor; complement membrane attack complex; decay accelerating factor; immunoglobulin; pexelizumab; unclassified drug; vitronectin; cell cycle protein; complement; low density lipoprotein cholesterol; muscle protein; nerve protein; RGC32 protein, human; atherogenesis; cell proliferation; complement activation; endothelium cell; gene; gene expression; gene function; human; immune response; immunohistochemistry; innate immunity; meta analysis (topic); nonhuman; phase 2 clinical trial (topic); phase 3 clinical trial (topic); priority journal; protein localization; protein protein interaction; randomized controlled trial (topic); Review; RGC 32 gene; signal transduction; smooth muscle fiber; animal; atherosclerosis; genetics; immunology; metabolism; physiology; vascular smooth muscle; Animals; Atherosclerosis; Cell Cycle Proteins; Cell Proliferation; Cholesterol, LDL; Complement Activation; Complement System Proteins; Humans; Immunity, Innate; Muscle Proteins; Muscle, Smooth, Vascular; Nerve Tissue Proteins"
"Sherry N., Howden B.","Emerging Gram negative resistance to last-line antimicrobial agents fosfomycin, colistin and ceftazidime-avibactam–epidemiology, laboratory detection and treatment implications",2018,10.1080/14787210.2018.1453807,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045685237&doi=10.1080%2f14787210.2018.1453807&partnerID=40&md5=bb7cb8dc146ccdfe560dfd99df70094f,"Introduction: Multidrug-resistant (MDR) and extensively-drug-resistant (XDR) Gram-negative bacteria have emerged as a major threat to human health globally. This has resulted in the ‘re-discovery’ of some older antimicrobials and development of new agents, however resistance has also rapidly emerged to these agents. Areas covered: Here we describe recent developments in resistance to three of the most important last-line antimicrobials for treatment of MDR and XDR Gram negatives: fosfomycin, colistin and ceftazidime-avibactam. Expert commentary: A key challenge for microbiologists and clinicians using these agents for treating patients with MDR and XDR Gram negative infections is the need to ensure appropriate reference methods are being used to test susceptibility to these agents, especially colistin and fosfomycin. These methods are not available in all laboratories meaning accurate results are either delayed, or potentially inaccurate as non-reference methods are employed. Combination therapy for MDR and XDR Gram negatives is likely to become more common, and future studies should focus on the clinical effects of monotherapy vs combination therapy, as well as validation of synergy testing methods. Effective national and international surveillance systems to detect and respond to resistance to these last line agents are also critical. © 2018 Informa UK Limited, trading as Taylor & Francis Group.","avibactam plus ceftazidime; beta lactamase; cell membrane protein; colistin; fosfomycin; polymyxin derivative; porin; protein MurA; unclassified drug; antiinfective agent; avibactam, ceftazidime drug combination; azabicyclo derivative; ceftazidime; colistin; fosfomycin; amino acid sequence; antibiotic sensitivity; bacterial gene; bacterial virulence; clinical effectiveness; combination drug therapy; diagnostic accuracy; drug design; drug mechanism; drug surveillance program; Enterobacteriaceae; enzyme inactivation; enzyme modification; epidemiology; fosA gene; gene mutation; general practitioner; Gram negative infection; human; intrinsic activity; laboratory diagnosis; mcr 1 gene; mcr 2 gene; mcr 3 gene; mcr 4 gene; mcr 5 gene; mcr 6 gene; mcr 7 gene; microbiology; monotherapy; multidrug resistance; nonhuman; plasmid; protein targeting; Pseudomonas aeruginosa; Review; treatment planning; animal; drug combination; drug effect; Gram negative bacterium; Gram negative infection; isolation and purification; microbial sensitivity test; multidrug resistance; Animals; Anti-Bacterial Agents; Azabicyclo Compounds; Ceftazidime; Colistin; Drug Combinations; Drug Resistance, Multiple, Bacterial; Fosfomycin; Gram-Negative Bacteria; Gram-Negative Bacterial Infections; Humans; Microbial Sensitivity Tests"
