Authors,Title,Year,DOI,Link,Abstract,Index Keywords
"Correa-Sanchez S., Peñuela G.A.","Peracetic acid-based advanced oxidation processes for the degradation of emerging pollutants: A critical review",2022,"10.1016/j.jwpe.2022.102986","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134353955&doi=10.1016%2fj.jwpe.2022.102986&partnerID=40&md5=f5020602dcd21e066bffb556301efe7a","An ever-increasing number of anthropogenic pollutants, referred to as emerging pollutants (EPs), have been of concern in recent years. These pollutants are known for the potential risk that they pose in the environment, and have been consistently found in surface, waste, and potable waters. Moreover, some of them are persistent to conventional treatments and in the environment. Advanced oxidation processes (AOPs) are widely used technology for the removal of EPs The use of peracetic acid (PAA) as an oxidant AOP for the treatment of EPs has attracted increasing interest, owing to its ease of activation, and to the selectivity of the organic radicals that are generated in these processes towards electron rich sites, which makes them more robust against the effect of scavenging agents in real matrices. This work presents a critical analysis of the advantages, disadvantages, and opportunities of PAA-based processes. Several strategies for PAA activation were analyzed, including UV and transition metal activation, heterogeneous catalysis, thermal and microwave activation, and phosphate induced activation. It was found that PAA-based AOPs seem to have several advantages over other widely studied processes. Some key perspectives for research include testing of these processes with a variety of EPs, analysis of transformation products and their toxicity in the treated effluents, multivariate optimization of the process, direct comparison with widely studied oxidants, and experimentation for escalation and implementation. Nevertheless, PAA-based AOPs seem to be a promising alternative to conventional AOPs. © 2022 Elsevier Ltd",
"Johnson G.R., Brusseau M.L., Carroll K.C., Tick G.R., Duncan C.M.","Global distributions, source-type dependencies, and concentration ranges of per- and polyfluoroalkyl substances in groundwater",2022,"10.1016/j.scitotenv.2022.156602","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132869047&doi=10.1016%2fj.scitotenv.2022.156602&partnerID=40&md5=24e1118aff54e71e41fd5dfa4ff31171","A meta-analysis was conducted of published literature reporting concentrations of per- and polyfluoroalkyl substances (PFAS) in groundwater for sites distributed in 20 countries across the globe. Data for >35 PFAS were aggregated from 96 reports published from 1999 to 2021. The final data set comprises approximately 21,000 data points after removal of time-series and duplicate samples as well as non-detects. The reported concentrations range over many orders of magnitude, from ng/L to mg/L levels. Distinct differences in concentration ranges are observed between sites located within or near sources versus those that are not. Perfluorooctanoic acid (PFOA), ranging from <0.03 ng/L to ~7 mg/L, and perfluorooctanesulfonic acid (PFOS), ranging from 0.01 ng/L to ~5 mg/L, were the two most reported PFAS. The highest PFAS concentration in groundwater is ~15 mg/L reported for the replacement-PFAS 6:2 fluorotelomer sulfonate (6:2 FTS). Maximum reported groundwater concentrations for PFOA and PFOS were compared to concentrations reported for soils, surface waters, marine waters, and precipitation. Soil concentrations are generally significantly higher than those reported for the other media. This accrues to soil being the primary entry point for PFAS release into the environment for many sites, as well as the generally significantly greater retention capacity of soil compared to the other media. The presence of PFAS has been reported for all media in all regions tested, including areas that are far removed from specific PFAS sources. This gives rise to the existence of a “background” concentration of PFAS that must be accounted for in both regional and site-specific risk assessments. The presence of this background is a reflection of the large-scale use of PFAS, their general recalcitrance, and the action of long-range transport processes that distribute PFAS across regional and global scales. This ubiquitous distribution has the potential to significantly impact the quality and availability of water resources in many regions. In addition, the pervasive presence of PFAS in the environment engenders concerns for impacts to ecosystem and human health. © 2022 Elsevier B.V.","Groundwater pollution; Risk assessment; Soil pollution; Soils; Surface waters; Concentration ranges; Data set; Datapoints; Global distribution; Meta-analysis; Perfluorooctanesulphonic acid; Perfluorooctanoic acid; Polyfluoroalkyl substances; Source types; Times series; Groundwater; ground water; perfluorooctanesulfonic acid; perfluorooctanoic acid; sea water; surface water; alkanesulfonic acid; fluorocarbon; concentration (composition); geographical distribution; groundwater pollution; persistent organic pollutant; pollutant source; soil pollution; Article; risk assessment; soil analysis; soil pollution; time series analysis; waste component removal; water analysis; water availability; water pollution; water quality; water supply; ecosystem; human; meta analysis; soil; water pollutant; Alkanesulfonic Acids; Ecosystem; Fluorocarbons; Groundwater; Humans; Soil; Water Pollutants, Chemical"
"Taoufik N., Sadiq M., Abdennouri M., Qourzal S., Khataee A., Sillanpää M., Barka N.","Recent advances in the synthesis and environmental catalytic applications of layered double hydroxides-based materials for degradation of emerging pollutants through advanced oxidation processes",2022,"10.1016/j.materresbull.2022.111924","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131832138&doi=10.1016%2fj.materresbull.2022.111924&partnerID=40&md5=76f148af6a8436f8469d512e0d3ff21f","Layered double hydroxides (LDHs), one of the most important 2D heterostructure materials, have provided massive improvements for various applications in many fields. Especially, their application in water treatment as efficient catalysts owing to their unique features such as tunable structure, excellent thermal stability and regeneration performances. LDHs represent an eco-friendly alternative to conventional catalysts especially for the degradation of noxious emerging contaminants in aqueous solution. They have the ability to host anions in their interlayer structure and the particularity of having a memory effect which facilitates the phenomena of regeneration. Thus, this paper discusses the available knowledge about the synthesis of LDHs and their derivative catalysts, and the factors affecting in AOPs for the removal of emerging compounds. Incontestably, LDHs and LDH-based materials possess an exceptional flexible structure with adsorption ability and catalytic activity, which allows them to be extensively employed in the environmental remediation of emerging contaminants in water. © 2022 Elsevier Ltd","Catalyst activity; Catalytic oxidation; Water pollution; Water treatment; Advanced Oxidation Processes; Catalytic applications; Efficient catalysts; Emerging contaminant; Emerging pollutants; Heterostructure materials; Layered-double hydroxides; Systematic literature review; Tunables; Unique features; Flexible structures; Catalysts; Degradation; Hydroxides; Impurities; Materials; Synthesis; Water Pollution; Water Treatment"
"Jitpun E., Rojanawatsirivej A., Tangviriyapaiboon T.","Single-stage double motor nerve transfer for all finger flexion in iatrogenic C8-T1 spinal nerve injury: a case report and review of literature",2022,"10.1007/s00701-022-05264-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131443928&doi=10.1007%2fs00701-022-05264-0&partnerID=40&md5=260f4bae0f01327e9d62f3ea1c078d12","Restoration of hand function after C8-T1 spinal nerve injury is challenging. We report a case of a young patient who underwent single-stage transfer of extensor carpi radialis brevis (ECRB) branch of radial nerve to flexor digitorum superficialis (FDS) branch of median nerve and transfer of brachialis branch of musculocutaneous nerve to anterior interosseous nerve (AIN), aiming for restoration of all finger flexion in iatrogenic C8-T1 spinal nerve injury after the resection of a dumbbell-shaped C8 neurofibroma. At 18 months after the operation, the fingers and thumb functions were successfully restored. The operation might be useful for restoration of hand function in selected patients with C8, T1 brachial plexus injury. From the literature review, this is the first case that the technique of double motor nerve transfer and the transfer of ECRB branch to FDS branch were used to restore finger flexion in a patient with brachial plexus injury. © 2022, The Author(s), under exclusive licence to Springer-Verlag GmbH Austria, part of Springer Nature.","gadolinium; adolescent; anterior interosseous nerve; Article; brachial plexus injury; c8 t1 spinal nerve injury; case report; cervical spine injury; child; clinical article; contrast enhancement; extensor carpi radialis brevis muscle; female; flexor digitorum superficialis muscle; follow up; grip strength; human; iatrogenic disease; interphalangeal joint; limb weakness; little finger; lower limb; median nerve; metacarpophalangeal joint; middle finger; musculocutaneous nerve; nerve transplantation; neurofibroma; neurorehabilitation; physical examination; proximal interphalangeal joint; radial nerve; ring finger; school child; single stage double motor nerve transfer; skin incision; systematic review; T1 weighted imaging; brachial plexus; brachial plexus neuropathy; finger; iatrogenic disease; injury; innervation; joint characteristics and functions; physiology; procedures; Brachial Plexus; Brachial Plexus Neuropathies; Fingers; Humans; Iatrogenic Disease; Nerve Transfer; Range of Motion, Articular"
"Dai Y., Zhao J., Sun C., Li D., Liu X., Wang Z., Yue T., Xing B.","Interaction and combined toxicity of microplastics and per- and polyfluoroalkyl substances in aquatic environment",2022,"10.1007/s11783-022-1571-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128883496&doi=10.1007%2fs11783-022-1571-2&partnerID=40&md5=d935b68b6d8870d57c2933093ad72022","Microplastics (MPs) are recognized as vectors for the transport of organic contaminants in aquatic environments in addition to their own adverse effects on aquatic organisms. Per- and polyfluoroalkyl substances (PFASs) are widely present in aquatic environments due to their widespread applications, and thus coexist with MPs. Therefore, we focus on the interaction of MPs and PFASs and related combined toxicity in aquatic environments in this work. The adsorption of PFASs on MPs is critically reviewed, and new mechanisms such as halogen bonding, π-π interaction, cation-π interactions, and micelle formation are proposed. Moreover, the effect of MPs on the transport and transformation of PFASs in aquatic environments is discussed. Based on four typical aquatic organisms (shellfish, Daphnia, algae, and fish), the toxicity of MPs and/or PFASs at the organismal or molecular levels is also evaluated and summarized. Finally, challenges and research perspectives are proposed, and the roles of the shapes and aging process of MPs on PFAS biogeochemical processes and toxicity, especially on PFAS substitutes, are recommended for further investigation. This review provides a better understanding of the interactions and toxic effects of coexisting MPs and PFASs in aquatic environments. [Figure not available: see fulltext.] © 2022, The Author(s).","Aquatic organisms; Microplastic; Toxicity; Adverse effect; Aquatic environments; Combined toxicity; Microplastics; New mechanisms; Organic contaminant; Per- and polyfluoroalkyl substance; Polyfluoroalkyl substances; Transformation; Transport; Micelles"
"Bhattacharjee J., Mishra S., Das A.P.","Recent Advances in Sensor-Based Detection of Toxic Dyes for Bioremediation Application: a Review",2022,"10.1007/s12010-021-03767-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119512607&doi=10.1007%2fs12010-021-03767-7&partnerID=40&md5=f4ad198bda875ca209a754f431a7a8c9","Extensive use of these harmful dyes has resulted in the surplus presence of these emerging pollutants in the environment, thus demanding an instant and sensitive detection method. Various synthetic dyes are illegitimately mixed into food and other consuming items for displaying bright colours that attracts consumers. The synthetic dyes cause a number of environmental health hazards and promote toxicity, mutagenicity and carcinogenicity in humans. Despite these serious health glitches, synthetic dyes are widely used due to their much lower cost. As a result, a faster, more selective and extremely sensitive technology for detecting and quantifying hazardous dyes in trace amount is urgently needed. This topic is currently in its initial phases of development and needs continuous refinements, such as explaining various sensing methods and potential future uses linked with dye detection technologies. The present review encompasses a comprehensive literature survey on detection of dyes and latest progress in developing sensors for dye detection and summarizes different detection mechanisms, including biosensor-, optical- and electrochemical-based sensors. Detection methodologies are examined with a focus on biosensor-based recent advancements in dye detection and the growing demand for more appropriate systems in terms of accuracy and efficiency. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","Bioassay; Biohazards; Bioremediation; Biosensors; Health hazards; Detection; Detection methods; Emerging pollutants; Environmental health; Instant; Low-costs; Mutagenicity; Sensitive detection; Synthetic dyes; Toxic dyes; Toxicity; acridine orange; complementary DNA; DNA; dye; fluorescent dye; molecularly imprinted polymer; toxic substance; coloring agent; bioremediation; capillary electrophoresis; carcinogenicity; chromatography; column chromatography; derivative spectrometry; ecotoxicity; electrochemical analysis; environmental health; fiber optics; fluorescence resonance energy transfer; health hazard; high performance liquid chromatography; high performance thin layer chromatography; human; ion mobility spectrometry; kinetic spectrometry; liquid chromatography-mass spectrometry; mutagenicity; optical sensor; optics; Raman spectrometry; Review; sorption spectrometry; spectrophotometry; thin layer chromatography; traditional column chromatography; bioremediation; genetic procedures; pollutant; Biodegradation, Environmental; Biosensing Techniques; Coloring Agents; Environmental Pollutants; Humans"
"Tan X., Nie W.-B., Xie G.-J., Dang C.-C., Wang X.-W., Xing D., Liu B.-F., Ding J., Ren N.","Deciphering the Inhibition of Ethane on Anaerobic Ammonium Oxidation",2022,"10.1021/acs.est.2c01527","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136115998&doi=10.1021%2facs.est.2c01527&partnerID=40&md5=4346627a4307b30fbba1de3d2dcd84b5","Anaerobic ammonium oxidation (anammox) and nitrification, two common biological ammonium oxidation pathways, are critical for the microbial nitrogen cycle. Short chain alkanes (C2-C8) have been well-known as inhibitors for nitrification through interaction with the ammonia monooxygenase, while whether these alkanes affect anammox is an open question. Here, this work demonstrated significant inhibition of ethane on anammox and revealed the inhibitory mechanism. The acute inhibition of ethane on anammox was concentration-dependent and reversible; 0.86 mM dissolved ethane caused 50% inhibition (IC50), and 1.72 mM ethane almost completely inhibited anammox. After long-term exposure to 0.09 mM ethane for 30 days, the ammonium (nitrite) removal rate dropped from 202 (267) mg N L-1 d-1 to 1 (1) mg N L-1 d-1, and the abundance of anammox bacteria decreased from 61.9% to 9.5%. The intercellular ammonium concentration of anammox bacteria decreased after ethane exposure, while metatranscriptome analysis showed significant upregulation of genes for ammonium transport of anammox bacteria. Thus, ethane could suppress ammonium uptake resulting in the inhibition of anammox activities. As ethane is the second most prevalent alkane after methane in various anoxic environments, ethane may have an important effect on the nitrogen cycle driven by anammox that should be investigated in future research. © 2022 American Chemical Society.","Ammonia; Ethane; Nitrification; Nitrogen; Nitrogen removal; Oxidation; Paraffins; Wastewater treatment; Acute inhibition; Ammonia monooxygenase; Ammonium oxidation; Ammonium transport; Anaerobic ammonium oxidation; Chronic inhibition; Ethane exposure; Nitrogen cycles; Oxidation pathway; Shorter chains; Bacteria; ammonia; ethane; ammonium derivative; ethane; methane; nitrite; nitrogen; ammonium compound; bacterium; inhibition; microbial activity; oxidation; ammonium uptake; anaerobic ammonium oxidation; anammox bacterium; Article; biomass; controlled study; long term exposure; microbial community; nonhuman; sequence analysis; anaerobic growth; bacterium; bioreactor; denitrification; metabolism; microbiology; oxidation reduction reaction; Ammonium Compounds; Anaerobiosis; Bacteria; Bioreactors; Denitrification; Ethane; Methane; Nitrites; Nitrogen; Oxidation-Reduction"
"Radke E.G., Wright J.M., Christensen K., Lin C.J., Goldstone A.E., Lemeris C., Thayer K.A.","Epidemiology Evidence for Health Effects of 150 per-and Polyfluoroalkyl Substances: A Systematic Evidence Map",2022,"10.1289/EHP11185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139535854&doi=10.1289%2fEHP11185&partnerID=40&md5=476cc7e7e0e02a289b096b721e91b0be","BACKGROUND: Per-and polyfluoroalkyl substances (PFAS) comprise a large class of chemicals with widespread use and persistence in the environment and in humans; however, most of the epidemiology research has focused on a small subset. OBJECTIVES: The aim of this systematic evidence map (SEM) is to summarize the epidemiology evidence on approximately 150 lesser studied PFAS prioritized by the EPA for tiered toxicity testing, facilitating interpretation of those results as well as identification of priorities for risk assessment and data gaps for future research. METHODS: The Populations, Exposure, Comparators, and Outcomes (PECO) criteria were intentionally broad to identify studies of any health effects in humans with information on associations with exposure to the identified PFAS. Systematic review methods were used to search for literature that was screened using machine-learning software and manual review. Studies meeting the PECO criteria underwent quantitative data extraction and evaluation for risk of bias and sensitivity using the Integrated Risk Information System approach. RESULTS: 193 epidemiology studies were identified, which included information on 15 of the PFAS of interest. The most commonly studied health effect categories were metabolic (n = 37), endocrine (n = 30), cardiovascular (30), female reproductive (n = 27), developmental (n = 26), immune (n = 22), nervous (n = 21), male reproductive (n = 14), cancer (n = 12), and urinary (n = 11) effects. In study evaluation, 120 (62%) studies were con-sidered High/Medium confidence for at least one outcome. DISCUSSION: Most of the PFAS in this SEM have little to no epidemiology data available to inform evaluation of potential health effects. Although exposure to the 15 PFAS that had data was fairly low in most studies, these less-studied PFAS may be used as replacements for “legacy” PFAS, leading to potentially greater exposure. It is impractical to generate epidemiology evidence to fill the existing gaps for all potentially relevant PFAS. This SEM highlights some of the important research gaps that currently exist. © 2022, Public Health Services, US Dept of Health and Human Services. All rights reserved.","chemical compound; polyfluoroalkyl; unclassified drug; fluorocarbon; data extraction; endocrine system; human; information system; liquid chromatography-mass spectrometry; metabolite; outcome assessment; particulate matter; population exposure; quality control; quantitative analysis; Review; risk assessment; risk factor; systematic evidence map; systematic review; toxicity testing; chemistry; female; male; reproduction; Female; Fluorocarbons; Humans; Male; Reproduction"
"Lyu X., Xiao F., Shen C., Chen J., Park C.M., Sun Y., Flury M., Wang D.","Per- and Polyfluoroalkyl Substances (PFAS) in Subsurface Environments: Occurrence, Fate, Transport, and Research Prospect",2022,"10.1029/2021RG000765","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139172114&doi=10.1029%2f2021RG000765&partnerID=40&md5=efc41ed29c69f6c0a9d0c8793f4d62d5","Per- and polyfluoroalkyl substances (PFASs), also known as “forever chemicals,” are manmade chemicals that have been increasingly detected in various geological settings since the early 2000s. The soil and subsurface environments are the geological media commonly affected by PFAS. We conducted a comprehensive review of peer-reviewed articles published from 2010 through 2022 concerning the fate and transport of PFAS in subsurface environments. This review is organized into different subsections, covering the basics of PFAS properties and how they affect the occurrence, fate, and transport of PFAS, the fundamental processes affecting subsurface transport and fate of PFAS, and mathematical models for describing and predicting PFAS transport behaviors. Mechanisms governing PFAS transport in the subsurface environment, including the sorption of PFAS at the air-water interface, solid-water interface, and nonaqueous phase liquids-water interface, were explored in detail. Challenges and future research priorities are identified to better mitigate the global challenges of PFAS contamination. © 2022. American Geophysical Union. All Rights Reserved.","Air; Geology; Groundwater pollution; Phase interfaces; Air/Water Interfaces; Fate and transport; Modeling; Polyfluoroalkyl substances; Retardation; Solid-water interfaces; Substance transport; Subsurface environment; Transport; Vadose Zone; Groundwater; environmental fate; groundwater; hydrological modeling; persistent organic pollutant; pollutant transport; remediation; research; soil; sorption; vadose zone"
"Song B., Zheng Z., Lü J., Li J., Wang Y.","Environmental Transformation and Classified Management of Per- and Polyfluoroalkyl Substances (PFASs) [全氟和多氟烷基类化合物 (PFASs) 的环境转化与分类管控]",2022,"10.13198/j.issn.1001-6929.2022.06.22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138764549&doi=10.13198%2fj.issn.1001-6929.2022.06.22&partnerID=40&md5=56695f69afa4ad9149ac6c267ab20626","Per- and polyfluoroalkyl substances (PFASs) with persistence, bioaccumulation, and toxicity (PBT) properties have gained attention worldwide because of their potential environmental risks and adverse health effects. Regulation of PFASs remains a big concern for society. Based on the knowledge that C-F is the strongest single bond in organic chemistry, PFASs are considered as high persistent substances by some scientists. Therefore, it is recommended that PFASs be managed as a highly persistent category and that all ‘nonessential’ uses of these chemicals should be phased out. In view of their wide application in various fields, involving huge socioeconomic impacts, accelerating the phase-out of PFASs is bound to have a huge impact on society and economy. It is therefore a long way to go in reaching consensus on PFASs management. As a result, phasing out PFASs requires a lengthy transition period. Currently, meaningful actions are needed to minimize the potential exposure risk of PFASs while meeting their social needs. In fact, there are approximately 5000 PFASs available on the global market. Studies indicate that the transformation behaviors of PFASs happen under different conditions, which result in various kinds of new emerging PFASs in natural environment and biota. There are limited data on the PBT properties of these new PFASs. Actually, some new PFASs are environmentally friendly themselves, but they can degrade to highly toxic and persistent PFASs such as PFOS, PFOA and PFHxS. These transformation products thereby become indirect sources of traditional PFASs in the environment, which would eventually lead to constant human exposure to these chemicals. Thus, it is very important to study the transformation of PFASs. Transformational studies can help identify transformational products with lower persistence and toxicity, which will provide valuable insights into the design of safer fluorinated alternatives. Here, for the first time, we propose that strengthening the study on the transformation of PFASs is an important strategy for classifying and managing fluorinated alternatives, and this will provide technical framework and support for the regulation of fluorinated alternatives. Furthermore, we make these proposals on the way forward for investigating transformational process of PFASs. Firstly, nontargeted and high-resolution mass spectrometry technologies must be continually developed, as these investigation methods are able to implement high throughput analysis of transformation products by assembling formulas and possible structures from molecular precursor and fragment data of existing PFASs. Secondly, the transmission, accumulation, metabolism, and elimination behaviors of PFASs in different matrices should be of high concern. In this regard, a combination of multi-omics, high-throughput toxicity testing, theory calculation, and machine learning is recommended to explor the potential mechanisms, and the essential factors affecting the process. Through this, the transformation products with PBT properties can be ascertained, prioritized, and managed. Lastly, biological networks elaborating the relationship between PFASs transformation products and adverse health effects should be established. The transformation products of PFASs may eventually pose adverse public health risks, which suggests that mapping a systematic transformation network would be beneficial to the classified management of fluorinated alternatives. This is challenging because of their diverse structures and huge numbers, however, the accomplishment of the first two proposals above will facilitate this process. © 2022 Editorial Board, Research of Environmental Sciences. All rights reserved.",
"Hahn J.L., Van Alstyne K.L., Gaydos J.K., Wallis L.K., West J.E., Hollenhorst S.J., Ylitalo G.M., Poppenga R.H., Bolton J.L., McBride D.E., Sofield R.M.","Chemical contaminant levels in edible seaweeds of the Salish Sea and implications for their consumption",2022,"10.1371/journal.pone.0269269","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138472417&doi=10.1371%2fjournal.pone.0269269&partnerID=40&md5=7ce183876420fb8e2cf16d64a235f120","Despite growing interest in edible seaweeds, there is limited information on seaweed chemical contaminant levels in the Salish Sea. Without this knowledge, health-based consumption advisories can not be determined for consumers that include Tribes and First Nations, Asian and Pacific Islander community members, and recreational harvesters. We measured contaminant concentrations in edible seaweeds (Fucus distichus, F. spiralis, and Nereocystis luetkeana) from 43 locations in the Salish Sea. Metals were analyzed in all samples, and 94 persistent organic pollutants (POPs) (i.e. 40 PCBs, 15 PBDEs, 17 PCDD/Fs, and 22 organochlorine pesticides) and 51 PAHs were analyzed in Fucus spp. We compared concentrations of contaminants to human health-based screening levels calculated from the USEPA and to international limits. We then worked with six focal contaminants that either exceeded screening levels or international limits (Cd, total Hg, Pb, benzo[a]pyrene [BaP], and PCBs) or are of regional interest (total As). USEPA cancer-based screening levels were exceeded in 30 samples for the PCBs and two samples for BaP. Cadmium concentrations did not exceed the USEPA noncancer-based screening level but did exceed international limits at all sites. Lead exceeded international limits at three sites. Because there are no screening levels for total Hg and total As, and to be conservative, we made comparisons to methyl Hg and inorganic As screening levels. All samples were below the methyl Hg and above the inorganic As screening levels. Without knowledge of the As speciation, we cannot assess the health risk associated with the As. While seaweed was the focus, we did not consider contaminant exposure from consuming other foods. Other chemicals, such as contaminants of emerging concern (e.g., PFAS, pharmaceuticals and personal care products), should also be considered. Additionally, although we focused on toxicological aspects, there are cultural and health benefits of seaweed use that may affect consumer choice. © 2022 Hahn et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","arsenic; barium; benzo[a]pyrene; cadmium; chromium; cobalt; iron; lead; manganese; mercury; metal; organic compound; organochlorine pesticide; polybrominated diphenyl ether; polychlorinated biphenyl derivative; polychlorinated dibenzodioxin; polychlorinated dibenzofuran; polycyclic aromatic hydrocarbon; vanadium; zinc; dibenzofuran; diphenyl ether derivative; drug; fluorocarbon; mercury; pesticide; polychlorinated biphenyl; polychlorinated dibenzodioxin; Article; chemical analysis; concentration (parameter); controlled study; edible seaweed; food contamination; food intake; Fucus; Fucus distichus; Fucus spiralis; health risk assessment; limit of quantitation; Nereocystis luetkeana; nonhuman; persistent organic pollutant; Salish Sea; screening; sea; temporal analysis; environmental monitoring; human; seaweed; water pollutant; Benzo(a)pyrene; Cadmium; Dibenzofurans; Environmental Monitoring; Fluorocarbons; Halogenated Diphenyl Ethers; Humans; Lead; Mercury; Persistent Organic Pollutants; Pesticides; Pharmaceutical Preparations; Polychlorinated Biphenyls; Polychlorinated Dibenzodioxins; Seaweed; Water Pollutants, Chemical"
"Choi J., Kim J.-Y., Lee H.-J.","Human Evidence of Perfluorooctanoic Acid (PFOA) Exposure on Hepatic Disease: A Systematic Review and Meta-Analysis",2022,"10.3390/ijerph191811318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138340891&doi=10.3390%2fijerph191811318&partnerID=40&md5=2ca3f531643d7af3adf444b615391b43","Background: Perfluorooctanoic acid (PFOA) is widely used throughout different industries, including the food industry, because it is resistant to heat and prevents water or oil from easily permeating into or contaminating materials coated by PFOA. Although many studies have reported an association between PFOA exposure and the risk of developing hepatic diseases, it is still in debate because they have shown conflicting results. Therefore, this study conducted a systematic review and meta-analysis on the relationship between PFOA exposure and hepatic diseases. Methods: This study searched studies related to hepatic diseases due to PFOA exposure until 31 December 2021, using PubMed, EMBASE, and Web of Science. This study performed a systematic review and meta-analysis through research question development, literature screening, data extraction, and risk of bias evaluation. This study found 8280 studies after excluding duplicate literature and selected 5 studies in the final stage. Among them, two studies were included in the meta-analysis. Results: The results of the meta-analysis showed that the ALT of people exposed to PFOA was 117% higher than the ALT of those not exposed to PFOA, and it was significantly different (OR = 1.167; 95% CI, 1.086–1.254). Conclusion: However, since the number of studies included in the analysis was not large enough to conclude that PFOA exposure was associated with the development of hepatic diseases, more observational studies are needed to confirm its long-term effects. © 2022 by the authors.","perfluorooctanoic acid; fluorocarbon; octanoic acid; perfluorooctanoic acid; water; hepatitis; literature review; meta-analysis; persistent organic pollutant; pollution exposure; alanine aminotransferase blood level; data extraction; disease association; exposure; human; liver; liver disease; meta analysis (topic); publication bias; Review; systematic review; meta analysis; Caprylates; Fluorocarbons; Humans; Liver Diseases; Water"
"Dehghani F., Yousefinejad S., Walker D.I., Omidi F.","Metabolomics for exposure assessment and toxicity effects of occupational pollutants: current status and future perspectives",2022,"10.1007/s11306-022-01930-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138126787&doi=10.1007%2fs11306-022-01930-7&partnerID=40&md5=ab1e386df60afcdf9e446749a09b8a2b","Introduction: Work-related exposures to harmful agents or factors are associated with an increase in incidence of occupational diseases. These exposures often represent a complex mixture of different stressors, challenging the ability to delineate the mechanisms and risk factors underlying exposure-disease relationships. The use of omics measurement approaches that enable characterization of biological marker patterns provide internal indicators of molecular alterations, which could be used to identify bioeffects following exposure to a toxicant. Metabolomics is the comprehensive analysis of small molecule present in biological samples, and allows identification of potential modes of action and altered pathways by systematic measurement of metabolites. Objectives: The aim of this study is to review the application of metabolomics studies for use in occupational health, with a focus on applying metabolomics for exposure monitoring and its relationship to occupational diseases. Methods: PubMed, Web of Science, Embase and Scopus electronic databases were systematically searched for relevant studies published up to 2021. Results: Most of reviewed studies included worker populations exposed to heavy metals such as As, Cd, Pb, Cr, Ni, Mn and organic compounds such as tetrachlorodibenzo-p-dioxin, trichloroethylene, polyfluoroalkyl, acrylamide, polyvinyl chloride. Occupational exposures were associated with changes in metabolites and pathways, and provided novel insight into the relationship between exposure and disease outcomes. The reviewed studies demonstrate that metabolomics provides a powerful ability to identify metabolic phenotypes and bioeffect of occupational exposures. Conclusion: Continued application to worker populations has the potential to enable characterization of thousands of chemical signals in biological samples, which could lead to discovery of new biomarkers of exposure for chemicals, identify possible toxicological mechanisms, and improved understanding of biological effects increasing disease risk associated with occupational exposure. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","2,3,7,8 tetrachlorodibenzo para dioxin; acrylamide; biological marker; dioxin; heavy metal; polyvinylchloride; trichloroethylene; volatile organic compound; biological monitoring; exposome; hyperbaric pressure; metabolite; metabolomics; nonhuman; occupational disease; occupational health; pollutant; quality control; Review; systematic review; threshold limit value; toxicity; adverse event; analysis; human; metabolomics; occupational disease; occupational exposure; toxicity; Biomarkers; Environmental Pollutants; Humans; Metabolomics; Occupational Diseases; Occupational Exposure"
