Timestamp,Initials_data_extraction,Study_ID,Author_year,Paper_title,Publication_year,Journal,Country_firstAuthor,Review_type_claimed,Systematic_approach,Protocol,Meta_analysis,PFAS_focus,PFAS_one_many,MeSH_terms,Outcomes_PECOS,Human_animal_environment,Lab_domestic_wildlife_mixed,Species_one_many,Environment_type,Study_inclusion_start,Study_inclusion_end,N_studies,N_studies_comment,Reporting_guideline,Reporting_guideline_comment,COI_statement,COI_present,Funding_statement,No_profit_funding,Industry_funding,Funding_comment,Raw_data,Raw_data_comment,Analysis_code,Analysis_code_comment,DOI,initials_data_checked
5/31/2022 11:27:24,LR,S_080,Forns_2020,Early life exposure to perfluoroalkyl substances (PFAS) and ADHD: a meta-analysis of nine European population-based studies,2020,Environmental health perspectives,Norway,meta-analysis,Yes,No,Yes,Yes,Multiple,"Alkanesulfonic Acids; Attention Deficit Disorder with Hyperactivity / epidemiology*; Breast Feeding; Caprylates; Child; Child, Preschool; Cohort Studies; Environmental Exposure / statistics & numerical data*; Environmental Pollutants / metabolism*; Female; Fluorocarbons / metabolism*; Humans; Male; Milk, Human / metabolism*; Mothers; Population; Pregnancy; Prenatal Exposure Delayed Effects / epidemiology*",NA,Humans,NA,NA,NA,NA,NA,9,NA,No,NA,Yes,No,Yes,Yes,No,"""This research was primarily supported by a grant from the European Community's Seventh Framework Program (FP7/2007-2013) under grant agreement Developmental NeurotoxicityAssessment of Mixtures in Children (DENAMIC) no. 282957.M.-A.V. is the recipient of a Research Scholars J1 Award from the Fonds de recherche du Québec-Santé.""",No,NA,No,NA,10.1289/EHP5444,
5/31/2022 13:18:44,LR,S_081,Predieri_2020,Endocrine disrupting chemicals and type 1 diabetes,2020,International Journal of Molecular Sciences,Italy,review,Yes,No,No,No,Not specified,"Animals; Clinical Studies as Topic; Diabetes Mellitus, Type 1 / etiology*; Diabetes Mellitus, Type 1 / metabolism*; Disease Models, Animal; Disease Susceptibility*; Endocrine Disruptors / adverse effects*; Endocrine Disruptors / classification; Environmental Exposure / adverse effects; Humans",NA,Humans,NA,NA,NA,NA,2020,65,NA,No,The review authors used the PRISMA flow chart but did not acknowledge following its guideline.,Yes,No,Yes,No,No,"""This work was not supported by Fund for Scientific Research.""",No,NA,No,NA,10.3390/ijms21082937,
5/31/2022 13:57:24,LR,S_083,Nelson_2020,In utero exposure to persistent and nonpersistent endocrine-disrupting chemicals and anogenital distance. A systematic review of epidemiological studies,2020,Biology of Reproduction,China,systematic review,Yes,No,Yes,No,Multiple,Anal Canal / anatomy & histology*; Anal Canal / drug effects; Anthropometry; Endocrine Disruptors / administration & dosage*; Female; Genitalia / anatomy & histology*; Genitalia / drug effects; Humans; Male; Maternal Exposure / adverse effects*; Pregnancy; Prenatal Exposure Delayed Effects*,AGD (androgen-sensitive anthropometric parameter); Birth outcomes; Anthropometric measurement;AGI (anogenital index);API (anal position index),Humans,NA,NA,NA,NA,2019,16,"16 in SR, 3 in MA",Yes,PRISMA Statement guideline,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.1093/biolre/ioz200,
6/01/2022 12:05,LR,S_084,Dzierlenga_2020,Birth weight and perfluorooctane sulfonic acid: a random-effects meta-regression analysis,2020,Environmental Epidemiology,USA,meta-analysis,Yes,No,Yes,Yes,One,Pregnancy; Female; perfluorooctane sulfonic acid; Birth Weight; Gestational Age; Confidence Intervals; Developed Countries,birth weight,Humans,NA,NA,NA,NA,2019,20,NA,Yes,PRISMA Statement guideline,Yes,Yes,Yes,No,Yes,"""This project was funded through a contract between 3M and Ramboll, an international science and engineering company that provided salary compensation to the authors. None of the authors are currently engaged to testify as experts on behalf of the sponsors in litigation related to the compound discussed in this manuscript.""",No,NA,No,NA,10.1097/FEE9.0000000000000095,
6/01/2022 13:32,LR,S_085,Ding_2020,Perfluoroalkyl and polyfluoroalkyl substances (PFAS) and their effects on the ovary,2020,Human Reproduction Update,USA,comprehensive review,Yes,No,No,Yes,Not specified,Cross-Sectional Studies; Endocrine Disruptors / pharmacology*; Environmental Exposure / adverse effects; Female; Fluorocarbons / chemistry; Fluorocarbons / pharmacology*; Humans; Ovarian Follicle / drug effects; Ovarian Follicle / physiology; Ovarian Reserve / drug effects; Ovary / drug effects*; Ovary / physiology; Pregnancy; Prospective Studies; Reproduction / drug effects; Reproduction / physiology,Adverse effects of PFAS on ovarian folliculogenesis and steroidogenesis,Humans,NA,NA,NA,NA,2019,NA,NA,No,NA,Yes,No,Yes,Yes,No,"""National Institute of Environmental Health Sciences (NIEHS); National Institutes of Health (NIH, grants R01 ES026578, R01 ES026964 and P30 ES017885); National Institute for Occupational Safety and Health (NIOSH), Centers for Disease Control and Prevention (CDC, with grant T42 OH008455).""",No,NA,No,NA,10.1093/humupd/dmaa018,
6/01/2022 13:55,LR,S_086,Ferrari_2019,Persistent pollutants: focus on perfluorinated compounds and kidney,2019,Current Opinion in Critical Care,Italy,systematic review,Yes,No,No,Yes,Multiple,Environmental Pollutants / toxicity*; Fluorocarbons / toxicity*; Humans; Kidney Diseases / chemically induced*,"the association/correlation between PFC levels and renal function or RRT, and the renal toxicity of PFCs",Humans,NA,NA,NA,2017,2019,11,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,No,No,"""Financial support and sponsorship: None""",No,NA,No,NA,10.1097/MCC.0000000000000658,
6/02/2022 10:51,LR,S_088,Remucal_2019,Spatial and temporal variability of perfluoroalkyl substances in the Laurentian Great Lakes,2019,Environmental Science: Processes & Impacts,USA,critical review,No,No,No,Yes,Multiple,"Animals; Carboxylic Acids / analysis; Charadriiformes / metabolism; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Geologic Sediments / chemistry*; Great Lakes Region; Lakes / chemistry*; Spatio-Temporal Analysis; Trout / metabolism; Water Pollutants, Chemical / analysis*",NA,Mixed,Wildlife,Multiple,Mixed,NA,NA,NA,NA,No,NA,Yes,No,Yes,Yes,No,"""C. K. R. acknowledges funding from ETH Zurich and resources from Eawag during her sabbatical stay.""",No,NA,No,NA,10.1039/c9em00265k,
6/02/2022 11:12,LR,S_089,Li_2019,Persistent organic pollutants in typical lake ecosystems,2019,Ecotoxicology and Environmental Safety,China,comprehensive review,No,No,No,No,Multiple,"Ecosystem*; Environmental Monitoring / statistics & numerical data; Food Chain; Geologic Sediments / chemistry; Humans; Hydrocarbons, Halogenated / analysis; Lakes / chemistry*; Organic Chemicals / analysis*; Water Pollutants, Chemical / analysis*",NA,Mixed,NA,NA,Mixed,NA,NA,3,NA,No,NA,No,NA,Yes,Yes,No,"""This work was supported by the Beijing Natural Science Foundation (8182052); the Youth Innovation Promotion Association of the Chinese Academy of Sciences (2016038) and Collaborative Project supported by Chinese Academy of Sciences and Hebei Academy of Sciences (181602).""",No,NA,No,NA,10.1016/j.ecoenv.2019.05.060,
6/02/2022 11:26,LR,S_090,Pizzurro_2019,Interspecies differences in perfluoroalkyl substances (PFAS) toxicokinetics and application to health-based criteria,2019,Regulatory Toxicology and Pharmacology,USA,comprehensive review,Yes,No,No,Yes,Multiple,Environmental Monitoring; Environmental Pollutants / chemistry*; Environmental Pollutants / classification; Environmental Pollutants / pharmacokinetics; Environmental Pollutants / toxicity*; Fluorocarbons / chemistry*; Fluorocarbons / classification; Fluorocarbons / pharmacokinetics; Fluorocarbons / toxicity*; Humans; Risk Assessment; Toxicokinetics,NA,Mixed,Lab,Multiple,NA,2009,2018,70,NA,No,NA,Yes,Yes,Yes,No,Yes,"""The preparation of this manuscript was supported by the authors' employer (Gradient). However, some of the underlying research was funded by a defendant involved in litigation regarding perfluoroalkyl compounds""",No,NA,No,NA,10.1016/j.yrtph.2019.05.008,
6/02/2022 16:43,LR,S_091,Munoz_2019,"Analysis of F-53B, Gen-X, ADONA, and emerging fluoroalkylether substances in environmental and biomonitoring samples: A review",2019,Trends in Environmental Analytical Chemistry,Canada,critical review,Yes,No,No,Yes,Multiple,Humans; perfluorooctane sulfonic acid; perfluorooctanoic acid; Fluorocarbons; carbazochrome; Mass Spectrometry; Commerce; Ethers; Oxides; Ions,NA,Environment,NA,NA,Mixed,NA,NA,NA,NA,No,NA,No,NA,Yes,Yes,No,"""The Natural Sciences and Engineering Research Council of Canada, the Quebec Research Fund, and the Canada Foundation for Innovation are acknowledged for their financial support. We also acknowledge Robert McCrindle (Wellington Labs) for valuable suggestions.""",No,NA,No,NA,10.1016/j.teac.2019.e00066,
6/02/2022 17:04,LR,S_092,Bezerra_2019,Trace metals and persistent organic pollutants contamination in batoids (Chondrichthyes: Batoidea): A systematic review,2019,Environmental Pollution,USA,systematic review,Yes,No,Yes,No,Not specified,"Animals; Ecosystem; Environmental Biomarkers; Environmental Monitoring / methods*; Humans; Hydrocarbons, Chlorinated / analysis*; Metals, Heavy / analysis*; Skates, Fish / metabolism*; Trace Elements / analysis*; Water Pollutants, Chemical / analysis*",NA,Animals,Wildlife,Multiple,NA,NA,2018,47,NA,No,NA,No,NA,Yes,Yes,No,"""This work was supported through a Ph.D. scholarship to Moises F. Bezerra by the Brazilian National Council for Scientific and Technological Development (CNPq) Proc.#202788/2014-8.""",No,NA,No,NA,10.1016/j.envpol.2019.02.070,
6/03/2022 10:06,LR,S_093,Zeng_2019,Assessing the human health risks of perfluorooctane sulfonate by in vivo and in vitro studies,2019,Environment international,China,systematic review,Yes,No,No,Yes,One,Alkanesulfonic Acids / toxicity*; Animals; Environmental Pollutants / toxicity*; Fluorocarbons / toxicity*; Humans; Risk Assessment,NA,Mixed,Lab,Multiple,NA,2008,2018,75,NA,Yes,PRISMA Statement guideline,No,NA,Yes,Yes,No,"""This work was supported by the National Natural Science Foundation of China (51378190, 51508177, 51521006, 51579095, 51709101), the Program for Changjiang Scholars and Innovative Research Team in University (IRT-13R17).""",No,NA,No,NA,10.1016/j.envint.2019.03.002,
6/03/2022 10:33,LR,S_094,Luz_2019,"Perfluorohexanoic acid toxicity, part I: Development of a chronic human health toxicity value for use in risk assessment",2019,Regulatory Toxicology and Pharmacology,USA,critical review,Yes,No,No,Yes,One,"Caproates / administration & dosage; Caproates / toxicity*; Caprylates / administration & dosage; Caprylates / toxicity; Dose-Response Relationship, Drug; Fluorocarbons / administration & dosage; Fluorocarbons / toxicity*; Humans; Risk Assessment",NA,Mixed,Lab,Multiple,NA,NA,NA,NA,NA,No,NA,No,NA,Yes,No,Yes,"""This work was funded by the FluoroCouncil. The authors thank members of the FluoroCouncil Panel for their helpful comments on this paper. The funders were given the opportunity to review the draft paper to ensure accuracy and clarity of the science presented but not on interpretation of the research findings. The researchers' scientific conclusions and professional judgments were not subject to the funders' control; the contents of this paper reflect solely the view of the authors.""",No,NA,No,NA,10.1016/j.yrtph.2019.01.019,
6/03/2022 10:43,LR,S_095,Anderson_2019,"Perfluorohexanoic acid toxicity, part II: Application of human health toxicity value for risk characterization",2019,Regulatory Toxicology and Pharmacology,USA,critical review,Yes,No,No,Yes,One,"Biomarkers / analysis; Caproates / analysis; Caproates / toxicity*; Fluorocarbons / analysis; Fluorocarbons / toxicity*; Humans; Risk Assessment; Water Pollutants, Chemical / analysis; Water Pollutants, Chemical / toxicity*",NA,Mixed,NA,NA,Mixed,NA,NA,NA,NA,No,NA,No,NA,Yes,No,Yes,"""This work was funded by the FluoroCouncil. The authors thank members of the FluoroCouncil Panel for their helpful comments on this paper. The funders were given the opportunity to review the draft paper to ensure accuracy and clarity of the science presented but not on interpretation of the research findings. The researchers' scientific conclusions and professional judgments were not subject to the funders' control; the contents of this paper reflect solely the view of the authors.""",No,NA,No,NA,10.1016/j.yrtph.2019.01.020,
6/03/2022 11:46,LR,S_097,Buekers_2018,Socio-economic status and health: Evaluation of human biomonitored chemical exposure to per-and polyfluorinated substances across status,2018,International journal of environmental research and public health,Belgium,meta-analysis,Yes,No,Yes,Yes,Multiple,Environmental Exposure*; Environmental Monitoring; Environmental Pollutants / adverse effects*; Fluorocarbons / adverse effects*; Health Status*; Humans; Risk Factors; Social Class*,NA,Humans,NA,NA,NA,NA,2018,11,NA,No,NA,Yes,No,Yes,Yes,No,"""Funding: The authors thank the European Topic Centre on Waste and Materials in a Green Economy (ETC/WMGE) of the EEA European Environment Agency for their support.""",No,NA,No,NA,10.3390/ijerph15122818,
6/03/2022 16:27,LR,S_100,VanNoy_2018,Breastfeeding as a predictor of serum concentrations of per-and polyfluorinated alkyl substances in reproductive-aged women and young children: a rapid systematic review,2018,Current environmental health reports,USA,systematic review,Yes,No,No,Yes,Multiple,"Adult; Alkanesulfonic Acids / blood*; Breast Feeding*; Environmental Exposure / analysis*; Female; Fluorocarbons / blood*; Humans; Infant; Milk, Human / metabolism; Pregnancy",Serum concentrations of per- and polyfluorinated alkyl substances (PFASs),Humans,NA,NA,NA,NA,2017,21,14 studies that assessed infants/toddlers and pregnant and/or postnatal women. 7 studies that assessed other women in the general population,No,NA,Yes,No,Yes,No,No,"""This research was conducted as part of a Master's thesis and the authors did not receive any funding for this project.""",No,NA,No,NA,10.1007/s40572-018-0194-z,
6/06/2022 11:16,LR,S_101,Lorenzo_2018,Analytical challenges to determine emerging persistent organic pollutants in aquatic ecosystems,2018,Trends in Analytical Chemistry,Spain,critical review,No,No,No,No,Multiple,Halogenated Diphenyl Ethers; Flame Retardants; perfluorooctane; perfluorooctane sulfonic acid; Fluorocarbons; Persistent Organic Pollutants; Ecosystem; sulfuryl fluoride; Organophosphates,NA,Environment,NA,NA,Mixed aquatic,2011,NA,NA,NA,No,NA,No,NA,Yes,Yes,No,"""This work has been supported by the Spanish MINECO and the ERDF through the project CGL2015-64454-C2-1-R (ECO2risk-dss). M. Lorenzo was supported by the Foundation “Tatiana Perez de Guzman el Bueno” (Predoctoral Grant 2014).""",No,NA,No,NA,10.1016/j.trac.2018.04.003,
6/06/2022 11:30,LR,S_102,Kim_2018,Association between perfluoroalkyl substances exposure and thyroid function in adults: A meta-analysis,2018,PloS one,South Korea,meta-analysis,Yes,No,Yes,Yes,Multiple,Alkanesulfonic Acids / adverse effects*; Caprylates / adverse effects*; Environmental Exposure*; Fluorocarbons / adverse effects*; Humans; Sulfonic Acids / adverse effects*; Thyroid Diseases / blood; Thyroid Diseases / epidemiology; Thyroid Hormones / blood*,association between PFASs and thyroid hormone levels,Humans,NA,NA,NA,1985,2017,12,12 studies included in qualitative synthesis and 12 studies included in quantitative synthesis.,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""This work was supported by a grant (16182MFDS392) from Korea Ministry of Food and Drug Safety in 2016. The author Y.J. Park received that grant.""",No,NA,No,NA,10.1371/journal.pone.0197244,
6/06/2022 15:24,LR,S_103,Land_2018,What is the effect of phasing out long-chain per- and polyfluoroalkyl substances on the concentrations of perfluoroalkyl acids and their precursors in the environment? A systematic review,2018,Environmental Evidence,Sweden,systematic review,Yes,No,No,Yes,Multiple,Fluorocarbons,Change of concentrations of the phased-out substances and their precursors and substitutes,Mixed,Wildlife,Multiple,Mixed,NA,2015,227,The review authors did not clearly state the number of included studies. Data regarding the number of studies was extracted from the number of papers listed in the resk of bias assessment.,No,NA,Yes,No,Yes,Yes,No,"""This review was fnanced by the Mistra Council for Evidence-Based Environmental Management (EviEM), to which one of the authors (ML) is afliated. EviEM is funded by the Swedish Foundation for Strategic Environmental Research (Mistra). CdW, IC and JJ were funded by EviEM and Stockholm University. JM was funded by EviEM, University of Alberta, and Stockholm University. DH was funded by EviEM. Anders Bignert was fnanced by EviEM and the Swedish Museum of Natural History""",No,NA,No,NA,10.1186/s13750-017-0114-y,
6/06/2022 16:23,LR,S_104,Steenland_2018,Serum perfluorooctanoic acid and birthweight: an updated meta-analysis with bias analysis,2018,Epidemiology,USA,meta-analysis,Yes,No,Yes,Yes,One,Birth Weight* / drug effects; Caprylates / adverse effects; Caprylates / blood*; Female; Fetal Blood / chemistry; Fluorocarbons / adverse effects; Fluorocarbons / blood*; Humans; Pregnancy,birthweight,Humans,NA,NA,NA,2014,2017,26,NA,No,NA,Yes,No,No,NA,NA,NA,No,"The review authors declare that ""the data are public"".",Yes,"""Computer code is provided in a supplemental file for replication of analyses, and the data are public"". The review authors provide a .sas file as supplemental material.",10.1097/EDE.0000000000000903,
6/07/2022 9:34,LR,S_106,Gutiérrez-Torres_2018,Prenatal exposure to endocrine disruptors and Cardiometabolic risk in preschoolers: a systematic review based on cohort studies,2018,Annals of Global Health,Mexico,systematic review,Yes,No,No,No,Multiple,"Cardiovascular Diseases* / epidemiology; Cardiovascular Diseases* / prevention & control; Child Health*; Child, Preschool; Endocrine Disruptors / adverse effects*; Female; Humans; Metabolic Diseases* / epidemiology; Metabolic Diseases* / prevention & control; Pregnancy; Prenatal Exposure Delayed Effects* / chemically induced; Prenatal Exposure Delayed Effects* / epidemiology; Prenatal Exposure Delayed Effects* / prevention & control","""Clinical report of at least one anthropometric marker or cardiometabolic risk in preschool children who were exposed to EDCs during pregnancy. As anthropometric measurements were considered: height, weight, body mass index, skin folds, waist, abdominal or hip circumference; as well as the indices constructed from these measurements (ex. the waist/height ratio).""",Humans,NA,NA,NA,2007,2017,16,NA,No,NA,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.29024/aogh.911,
6/07/2022 9:56,LR,S_107,Rodgers_2018,Environmental chemicals and breast cancer: an updated review of epidemiological literature informed by biological mechanisms,2018,Environmental research,USA,critical review,Yes,No,No,No,Multiple,Animals; Breast Neoplasms / chemically induced*; Breast Neoplasms / genetics; Breast Neoplasms / mortality; Environmental Exposure / adverse effects*; Environmental Pollutants / toxicity*; Female; Humans,"breast cancer incidence, mortality, and survival",Humans,NA,NA,NA,2006,2016,158,NA,No,NA,No,NA,Yes,Yes,No,"""This work was funded by charitable gifts to Silent Spring Institute and grants from Avon Foundation for Women (Grant Nos. 05-2016-023, 02-2015-027, and 1068-10).""",No,NA,No,NA,10.1016/j.envres.2017.08.045,
6/07/2022 10:32,LR,S_108,Tsai_2017,Children's environmental health based on birth cohort studies of Asia,2017,Science of the Total Environment,Taiwan,systematic review,Yes,No,No,No,Not specified,Asia; Child; Child Health*; Cohort Studies; Environmental Health*; Environmental Pollutants / adverse effects*; Female; Fetal Development; Humans; Mercury / adverse effects; Phthalic Acids / adverse effects; Polychlorinated Biphenyls / adverse effects; Pregnancy; Prenatal Exposure Delayed Effects; Tobacco Smoke Pollution / adverse effects,"fetal growth and pregnancy outcomes, neurodevelopment and behavioral problems, allergic disease and immune function and the endocrine system and puberty.",Humans,NA,NA,NA,NA,2017,NA,NA,No,NA,Yes,No,Yes,Yes,No,"""This study was supported by grants from Ministry of Science and Technology (MOST-105-2314-B-002-048-MY2), Taiwan and the Environmental Medicine Collaboration Center (NTUH-103-A123, NTUH-104-A123, and NTUH-105-A123), National Taiwan University Hospital""",No,NA,No,NA,10.1016/j.scitotenv.2017.07.081,
6/07/2022 10:57,LR,S_111,Petrakis_2017,Endocrine disruptors leading to obesity and related diseases,2017,International journal of environmental research and public health,Greece,comprehensive review,No,No,No,No,One,Cardiovascular Diseases / etiology; Endocrine Disruptors / toxicity*; Fatty Liver / etiology; Humans; Infertility / etiology; Metabolic Syndrome / etiology; Neoplasms / etiology; Obesity / etiology*,NA,Humans,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.3390/ijerph14101282,
6/07/2022 11:03,LR,S_112,Gray_2017,State of the evidence 2017: an update on the connection between breast cancer and the environment,2017,Environmental Health,USA,systematic review,Yes,No,No,No,Multiple,Breast Neoplasms / chemically induced; Breast Neoplasms / epidemiology*; Breast Neoplasms / etiology*; Environmental Exposure*; Environmental Pollutants / toxicity*; Female; Hazardous Substances / toxicity*; Humans; Incidence,NA,Humans,NA,NA,NA,NA,2017,NA,NA,No,NA,Yes,No,No,NA,NA,"""Funding: Not applicable""",No,NA,No,NA,10.1186/s12940-017-0287-4,
6/07/2022 11:15,LR,S_113,Kwak_2017,Soil ecotoxicity of seven endocrine‐disrupting chemicals: a review,2017,European Journal of Soil Science,South Korea,comprehensive review,No,No,No,No,Multiple,perfluorooctanoic acid; nonylphenol; perfluorooctane sulfonic acid; bisphenol A; phthalic acid; Diethylhexyl Phthalate; Halogenated Diphenyl Ethers; Triclosan; Ecosystem; Soil,NA,Environment,NA,NA,Mixed terrestrial,NA,NA,NA,NA,No,NA,No,NA,Yes,Yes,No,"""This research was supported by the Basic Science Research Program of the National Research Foundation of Korea (NRF), funded by the Ministry of Science, ICT, and future Planning (2016R1A2B3010445). This study was also funded by the Korea Ministry of Environment (MOE) as ‘The Environmental Health Action Program' (1485014458).""",No,NA,No,NA,10.1111/ejss.12467,
6/07/2022 11:33,LR,S_114,Negri_2017,Exposure to PFOA and PFOS and fetal growth: a critical merging of toxicological and epidemiological data,2017,Critical reviews in toxicology,Italy,systematic review and meta-analysis,Yes,No,Yes,Yes,Multiple,Alkanesulfonic Acids / toxicity*; Animals; Birth Weight / drug effects; Caprylates; Environmental Exposure*; Epidemiological Monitoring; Female; Fetal Development / drug effects*; Fluorocarbons / toxicity*; Humans; Maternal Exposure; Mice; Rats; Toxicity Tests*,"BrthW (birth weight, primary outcome), LBW (defined as BrthW <2500 g) and small for gestational age (SGA, defined as BrthW < the 10th percentile for gestational age) (secondary outcomes).",Mixed,Lab,Multiple,NA,NA,2015,16,16 in MA,Yes,PRISMA Statement guideline,Yes,Yes,Yes,Yes,No,"""This work was funded under CEFIC Long Range Research Initiative Contract number EMSG58. CEFIC was not involved in the preparation or approval of the manuscript. The findings and conclusions in this manuscript are those of the authors and do not necessarily represent the views of CEFIC.""",Yes,"The review authors provided CSV files in supplemental materials Tables 1-5. However, data contained in the csv file are corrupted and not usable.",No,NA,10.1080/10408444.2016.1271972,
6/08/2022 16:08,LR,S_115,Rappazzo_2017,Exposure to perfluorinated alkyl substances and health outcomes in children: a systematic review of the epidemiologic literature,2017,International journal of environmental research and public health,USA,systematic review,Yes,No,No,Yes,Multiple,"Adolescent; Alkanesulfonic Acids / toxicity; Caprylates / toxicity; Child; Child, Preschool; Dyslipidemias / chemically induced; Environmental Exposure*; Environmental Pollutants / toxicity*; Female; Fluorocarbons / toxicity*; Humans; Immunity, Innate / drug effects; Infant; Infant, Newborn; Kidney / drug effects; Kidney / physiopathology; Male; Menarche / drug effects",NA,Humans,NA,NA,NA,NA,2017,64,NA,No,NA,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.3390/ijerph14070691,
6/09/2022 10:13,LR,S_118,Jansen_2017,Increased blood levels of persistent organic pollutants (POP) in obese individuals after weight loss-A review,2017,"Journal of Toxicology and Environmental Health, Part B",Norway,systematic review,Yes,No,No,No,Not specified,"Bariatric Surgery* / statistics & numerical data; Diet, Reducing* / statistics & numerical data; Environmental Exposure*; Environmental Pollutants / blood*; Humans; Obesity / diet therapy*; Obesity / surgery*; Weight Loss",NA,Humans,NA,NA,NA,NA,2016,17,NA,No,NA,No,NA,Yes,Yes,No,"""The financial support of Innlandet Hospital Trust is acknowledged. The funding project number is 150260.""",No,NA,No,NA,10.1080/10937404.2016.1246391,
6/09/2022 10:35,LR,S_119,Zheng_2017,Environmental exposures and pediatric kidney function and disease: A systematic review,2017,Environmental research,USA,systematic review,Yes,No,No,No,Multiple,Environmental Exposure*; Environmental Pollutants / toxicity*; Humans; Kidney / drug effects*; Kidney Diseases / chemically induced; Kidney Diseases / epidemiology*; Kidney Function Tests*,NA,Humans,NA,NA,NA,1979,2016,50,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""This work was supported in part by funding from the NIH: T32HD049311, P30ES23515, R01ES013744, R01ES020268, R01ES021357, R01ES026033, DP2ES025453, and UG3OD023337.""",No,NA,No,NA,10.1016/j.envres.2017.06.029,
6/10/2022 9:13,LR,S_120,Li_2016,Is toxicant-induced Sertoli cell injury in vitro a useful model to study molecular mechanisms in spermatogenesis?,2016,Seminars in cell & developmental biology,USA,critical review,No,No,No,No,Multiple,"Animals; Cytoskeleton / drug effects; Cytoskeleton / metabolism; Environmental Pollutants / toxicity*; Humans; Male; Models, Biological*; Sertoli Cells / drug effects; Sertoli Cells / pathology*; Spermatogenesis / drug effects",NA,Mixed,Lab,Multiple,NA,NA,NA,NA,NA,No,NA,Yes,No,Yes,Yes,No,"""This work was supported by grants from the National Institutes ofHealth(NICHD,R01HD056034 toC.Y.C., and U54HD029990, Project 5 to C.Y.C.); National Natural Science Foundation of China (NSFC)/Research Grants Council (RGC) Joint Research Scheme (N HKU 717/12 to W.M.L.), General Research Fund from Hong Kong Research Grants Council (771513 to W.M.L.), and CRCG Seed Funding, University of Hong Kong to W.M.L.""",No,NA,No,NA,10.1016/j.semcdb.2016.01.003,
6/10/2022 9:21,LR,S_121,Bach_2016,Perfluoroalkyl and polyfluoroalkyl substances and measures of human fertility: a systematic review,2016,Critical reviews in toxicology,Denmark,systematic review,Yes,No,No,Yes,Multiple,Alkanesulfonic Acids / toxicity; Caprylates / toxicity; Environmental Pollutants / toxicity*; Fertility / drug effects*; Fluorocarbons / toxicity*; Humans; Reproduction,"""TTP (time to pregnancy, men and women), reproductive hormone levels (men and women) and semen parameters (men).""",Humans,NA,NA,NA,NA,2015,23,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""The work was supported by the Danish Council for Strategic Research (part of the FETOTOX: Interaction between motherfetus exposure to environmental toxicants and abnormal development, grant 10-092818), the European Commission's 7th Framework program (CLEAR, project FP7-ENV-2008-1- 226217) and the Danish Research Council (grant 0602-01511B).""",No,NA,No,NA,10.1080/10408444.2016.1182117,
6/10/2022 9:49,LR,S_122,Mitro_2016,Consumer product chemicals in indoor dust: a quantitative meta-analysis of US studies,2016,Environmental science & technology,USA,meta-analysis,Yes,No,Yes,No,Multiple,Flame Retardants; Fluorocarbons; Odorants; Confidence Intervals; Dust; Phenols; Public Policy; Eating,NA,Humans,NA,NA,NA,2000,2015,32,"32 in SR (31 papers and 1 unpublished dataset), 27 in MA (26 papers and 1 unpublished dataset).",No,NA,Yes,No,Yes,Yes,No,"""Funding provided by the NRDC Science Opportunity Fund, the National Institute of Environmental Health Sciences (R00ES019881), and the U.S. Department of Housing and Urban Development (Grant No. MALHH0139-05).""",No,"""Descriptive statistics, information about data collection and analysis, studies used for meta-analysis data, pooled GMs, chemicals measured in one or two studies, number of samples in various environments, chemicals with highest detection frequencies, comparison of dust levels by environment, input values for intake estimates, identification of authoritative sources used to describe hazard traits, comparisons of geometric mean and maximum values, and exposure factors used for intake estimates. Please contact authors if additional information on the meta-analysis input data or results is desired""",No,NA,10.1021/acs.est.6b02023,
6/10/2022 10:17,LR,S_123,Marasco_2016,Signaling in a polluted world: oxidative stress as an overlooked mechanism linking contaminants to animal communication,2016,Frontiers in Ecology and Evolution,Belgium,comprehensive review,No,No,No,No,Not specified,"Animals; Persistent Organic Pollutants; Environmental Pollutants; Oxidative Stress; Metals, Heavy; Alkanes; Mercury",NA,Animals,Lab,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Yes,Yes,No,"""Preparation of this article was supported by a postdoctoral fellowship from FWO-Flanders (DC) and by the College of Medical, Veterinary and Life Sciences of the University of Glasgow (VM).""",No,NA,No,NA,10.3389/fevo.2016.00095,
6/10/2022 12:12,LR,S_126,Vrijheid_2016,Environmental pollutants and child health-A review of recent concerns,2016,International journal of hygiene and environmental health,Spain,systematic review,Yes,No,No,No,Multiple,Child; Child Development / drug effects; Child Health*; Environmental Pollutants / toxicity*; Fetal Development / drug effects; Humans; Immune System / drug effects; Neurodevelopmental Disorders / epidemiology; Obesity / epidemiology; Premature Birth / epidemiology; Respiratory Tract Diseases / epidemiology,foetal growth and preterm birth,Humans,NA,NA,NA,2010,2015,NA,NA,No,NA,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.1016/j.ijheh.2016.05.001,
