Authors,Title,Year,DOI,Link,Abstract,Index.Keywords
"Scherf U., List E.J.W.",Semiconducting polyfluorenes - Towards reliable structure-property relationships,2002,10.1002/1521-4095(20020404)14:7<477::AID-ADMA477>3.0.CO;2-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037018429&doi=10.1002%2f1521-4095%2820020404%2914%3a7%3c477%3a%3aAID-ADMA477%3e3.0.CO%3b2-9&partnerID=40&md5=2030b4ea92e0683ab6cfad3d3343334f,"Alkylsubstituted polyfluorenes have emerged as a very attractive class of conjugated polymers, especially for display applications, owing to their pure blue and efficient electroluminescence coupled with a high charge-carrier mobility and good processability. The availability of specific and highly regioselective coupling reactions provides a rich variety of tailored polyfluorene-type polymers and copolymers. The focus of this review, therefore, is on reliable structure-property relationships regarding (i) the interplay of substitution pattern, solid state morphology, and optical/electronic properties, and (ii) the key role of degradation-induced keto defect sites in fluorene-type polymers, and strategies for obtaining defect-free polyfluorenes.",Charge carriers; Degradation; Electroluminescence; Electronic properties; Fluorine containing polymers; Molecular dynamics; Molecular structure; Morphology; Optical properties; Reliability; Substitution reactions; Charge carrier mobility; Semiconducting polyfluorenes; Solid state morphology; Substitution pattern; Semiconducting polymers
"Jian J.-M., Chen D., Han F.-J., Guo Y., Zeng L., Lu X., Wang F.",A short review on human exposure to and tissue distribution of per- and polyfluoroalkyl substances (PFASs),2018,10.1016/j.scitotenv.2018.04.380,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046451870&doi=10.1016%2fj.scitotenv.2018.04.380&partnerID=40&md5=275e33ace775c4404260a207249a35e8,"PFASs are widely distributed in natural and living environment and can enter human bodies via different routes. Many studies have reported that PFASs may be associated with human diseases, such as urine acid and thyroid diseases. In this study, we reviewed PFAS levels in human bodies reported in past seven years, including blood, urine, milk, and tissues (hair and nails). Most studies focused on human blood. Blood type, spatiality, human age, and gender were found to have a strong relationship with PFAS levels in blood samples. The PFAS distribution in urine samples was reported to be associated with the chain length of PFASs and human gender. Urinary excretion was found to be an important pathway of PFAS elimination. PFAS levels in human milk might be affected by various factors, such as mothers’ age, dietary habit, parity of mothers and the interval of interpregnancy. Data in hair and nails remain very limited, but these matrices offer a non-invasive approach to evaluate human exposure to PFASs. © 2018 Elsevier B.V.",Tissue; Human exposures; Human tissues; Milk; PFAS; Urine; Blood; perfluorooctanesulfonic acid; perfluorooctanoic acid; polyfluoroalkyl substance; unclassified drug; fluorocarbon; blood; milk; organic compound; pollution exposure; urine; age; biological monitoring; blood analysis; blood group typing; blood level; blood sampling; breast milk; dietary intake; environmental exposure; gender; geographic distribution; hair; human; nail; non invasive procedure; parity; priority journal; Review; tissue distribution; urinary excretion; urine sampling; environmental exposure; metabolism; pollutant; statistics and numerical data; tissue distribution; Environmental Exposure; Environmental Pollutants; Fluorocarbons; Humans; Tissue Distribution
"Shlosberg A., Rumbeiha W.K., Lublin A., Kannan K.",A database of avian blood spot examinations for exposure of wild birds to environmental toxicants: The DABSE biomonitoring project,2011,10.1039/c0em00754d,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959275794&doi=10.1039%2fc0em00754d&partnerID=40&md5=14062493629b10393bc7c855cf4e0ca7,"DABSE, a database for avian blood spot examination for exposure to toxicants, is a new biomonitoring project in wild birds that has the goal of providing reference values of harmful agents, as measured in whole blood stored as dried blood spots. Once these ""normal"" values have been established, the diagnosis of environmental contaminant-mediated ill-health (such as manifestations of sickness, increased mortality, a reduction in population, poor breeding success, abnormal behavior) in an individual bird or in a population could be facilitated by comparing exposure values in the investigation to reference values of the same species in the database. One might then identify the cause and pave the way for a mitigating response. The toxicant component of DABSE is being examined at the low ng ml-1 level in 200 μl of whole blood. As these analyses are invariably very costly, an effort has been made to lower these costs and so enable more testing by quantitating representative compounds as markers for the whole group. These markers are invariably found in birds' blood at the highest concentration of all the constituents in that group. The toxicant groups comprise:- (a) elements - arsenic, cadmium, lead, mercury and selenium; (b) organochlorine pesticides, markers being p,p′-DDT, p,p′-DDE, β-HCH, HCB and oxychlordane; (c) polychlorinated biphenyls (PCBs), the marker being congener 153; (d) polybrominated diphenyl esters (PBDEs), the marker being congener 47; (e) perfluorinated compounds (PFCs), the markers being perfluorooctane sulfonate (PFOS) and perfluorooctanoic acid (PFOA). DABSE will be expanded to determine exposure to infectious diseases and perhaps acute toxicoses. © The Royal Society of Chemistry.","1,1 dichloro 2,2 bis(4 chlorophenyl)ethylene; arsenic; beta hexachlorocyclohexane; cadmium; chlorphenotane; hexachlorobenzene; lead; mercury; oxychlordane; perfluorooctanesulfonic acid; perfluorooctanoic acid; polychlorinated biphenyl; selenium; toxic substance; abnormal behavior; biological monitoring; blood examination; blood sampling; breeding success; data base; fowl; general aspects of disease; human; lipid blood level; molecular weight; mortality; nonhuman; pollution; priority journal; reference value; review; wild animal; Animals; Arsenic; Birds; Blood Specimen Collection; Databases as Topic; DDT; Dichlorodiphenyl Dichloroethylene; Environmental Monitoring; Environmental Pollutants; Environmental Pollution; Fluorocarbons; Halogenated Diphenyl Ethers; Hexachlorobenzene; Hydrocarbons, Chlorinated; Mercury; Pesticides; Polybrominated Biphenyls; Trace Elements; Aves"
"Kretschmer S., Schwille P.",Pattern formation on membranes and its role in bacterial cell division,2016,10.1016/j.ceb.2016.02.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958952149&doi=10.1016%2fj.ceb.2016.02.005&partnerID=40&md5=422473876f45f3fef6e92a2d51a1e418,"Bacterial cell division is arguably one of the most central processes in biology. Despite the identification of many important molecular players, surprisingly little is yet known about the underlying physicochemical mechanisms. However, self-organized protein patterns play key roles during division of Escherichia coli, where division is initiated by the directed localization of FtsZ to the cell middle by an inhibitor gradient arising from pole-to-pole oscillations of MinCDE proteins. In vitro reconstitution studies have established that both the Min system and FtsZ with its membrane adaptor FtsA form dynamic energy-dependent patterns on membranes. Furthermore, recent in vivo and in vitro approaches have shown that Min patterns display rich dynamics in diverse geometries and respond to the progress of cytokinesis. © 2016 Elsevier Ltd.",bacterial protein; FtsA protein; FtsZ protein; Min protein; unclassified drug; Escherichia coli protein; membrane protein; bacterial cell; cell division; diffusion; embryo pattern formation; geometry; membrane formation; microbial diversity; nonhuman; play; priority journal; Review; cell membrane; cytology; Escherichia coli; metabolism; microbial viability; Bacterial Proteins; Cell Membrane; Escherichia coli; Escherichia coli Proteins; Membrane Proteins; Microbial Viability
"Carraro E., Bonetta S., Bertino C., Lorenzi E., Bonetta S., Gilli G.","Hospital effluents management: Chemical, physical, microbiological risks and legislation in different countries",2016,10.1016/j.jenvman.2015.11.021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949785654&doi=10.1016%2fj.jenvman.2015.11.021&partnerID=40&md5=be2a356df64b26b330e3bd11b17aef90,"Hospital wastewater (HWW) can contain hazardous substances, such as pharmaceutical residues, chemical hazardous substances, pathogens and radioisotopes. Due to these substances, hospital wastewater can represent a chemical, biological and physical risk for public and environmental health. In particular, several studies demonstrate that the main effects of these substances can't be neutralised by wastewater treatment plants (WWTPs). These substances can be found in a wide range of concentrations due to the size of a hospital, the bed density, number of inpatients and outpatients, the number and the type of wards, the number and types of services, the country and the season. Some hazardous substances produced in hospital facilities have a regulatory status and are treated like waste and are disposed of accordingly (i.e., dental amalgam and medications). Legislation is quite homogeneous for these substances in all industrial countries. Problems that have emerged in the last decade concern substances and microorganisms that don't have a regulatory status, such as antibiotic residues, drugs and specific pathogens. At a global level, guidelines exist for treatment methods for these effluents, but legislation in all major industrial countries don't contain limitations on these parameters. Therefore, a monitoring system is necessary for these effluents as well as for substances and pathogens, as these elements can represent a risk to the environment and public health. © 2015 Elsevier Ltd.","antibiotic agent; hazardous waste; water pollutant; effluent; environmental legislation; environmental risk; guideline; health risk; microbiology; physicochemical property; regulatory framework; waste management; water pollution; dangerous goods; effluent; hospital; human; law; microbiological parameters; nonhuman; practice guideline; Review; risk; waste water; water management; water pollutant; chemistry; ecosystem; environmental monitoring; European Union; hazardous waste; hospital management; legislation and jurisprudence; microbiology; sewage; Ecosystem; Environmental Monitoring; European Union; Hazardous Waste; Humans; Materials Management, Hospital; Risk; Waste Disposal, Fluid; Water Microbiology; Water Pollutants, Chemical"
"Lunkwitz K., Lappan U., Scheler U.",Modification of perfluorinated polymers by high-energy irradiation,2004,10.1016/j.jfluchem.2004.01.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-3242766119&doi=10.1016%2fj.jfluchem.2004.01.020&partnerID=40&md5=ccc93a25258c817dbe85dbe966edf337,"This review surveys about the possibilities for the modification of perfluorinated polymers using high-energy irradiation: degradation, functionalization, branching, and cross-linking. The reaction mechanisms for the different reaction conditions are discussed. Electron irradiation of polytetrafluoroethylene (PTFE) with a very high dose leads to a complete degradation of the macromolecules to low-molecular products. In the presence of oxygen perfluorocarboxylic acids and in an inert atmosphere, mixtures of perfluorinated olefins and paraffins can be obtained. Virgin PTFE is disintegrated by high-energy irradiation in air with a lower dose into a micropowder modified with COOH groups. This powder can be homogeneously incorporated in other polymers. So, the special properties of PTFE can be made effective in these polymers. Micropowders functionalized with COOH groups and polyamides (PA) form by reactive extrusion PTFE-PA blockcopolymers which can be used as slide bearing materials. The copolymers poly(tetrafluoroethylene-co-hexafluoropropylene) (FEP) and poly(tetrafluoroethylene-co-perfluoropropyl vinyl ether) (PFA) irradiated in air show a significantly higher degree of COOH functionalization compared with PTFE. Irradiation of molten PTFE in an inert atmosphere leads to formation of different kinds of double bonds, CF3 side groups, long-chain branches as well as cross-links. Irradiation of PFA in vacuum results in the generation of COF and COOH groups; in molten state also branches and cross-links are formed. The focus of the present paper is on the work that has been carried out at the Institute of Polymer Research Dresden. © 2004 Elsevier B.V. All rights reserved.",alkene; carboxylic acid derivative; oxygen; paraffin; perfluoro compound; politef; polyamide; polymer; propylene; air; chemical bond; chemical modification; chemical reaction; chemical structure; controlled study; cross linking; degradation kinetics; fluorination; macromolecule; nuclear magnetic resonance spectroscopy; powder; radiation dose; radiation energy; review; vacuum
"Bazhin D.N., Kudyakova Y.S., Edilova Y.O., Burgart Y.V., Saloutin V.I.","Fluorinated 1,2,4-triketone analogs: new prospects for heterocyclic and coordination chemistry",2022,10.1007/s11172-022-3539-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135745416&doi=10.1007%2fs11172-022-3539-6&partnerID=40&md5=584e5ee65b9e3611b397f7527c7f4e8c,"The review is focused on the synthetic approaches to polyfluoroalkylated acetal-functionalized β-diketones and their cyclic derivatives (furan-3(2H)-ones and chromones) as analogs of 1,2,4-triketone. The synthetic possibilities of these compounds for construction of heterocycles and coordination compounds are considered. © 2022, Springer Science+Business Media LLC.",NA
"Boggs S.A., Ho J., Jow T.R.",Overview of laminar dielectric capacitors,2010,10.1109/MEI.2010.5482550,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953593315&doi=10.1109%2fMEI.2010.5482550&partnerID=40&md5=bdf5664c4bc18677c6a517c73cbd1e65,"From the earliest days of commercial capacitor technology, laminar dielectrics dominated the technology, probably because a wound, laminar dielectric configuration comes close to the ideal parallel plate capacitor topology. As noted in the first article of this series, early capacitors, such as filter capacitors in early radios, were based on wax-impregnated paper. At present, the following technologies are employed to manufacture laminar dielectric capacitors: Foil-laminar dielectric capacitors. Tabbed foil-laminar dielectric capacitors used for very low inductance designs and series electrode (in the film direction), high inductance, very high voltage designs. Extended foil-laminar dielectric capacitors such as those used for utility power factor compensation, ultra-low loss, precision polystyrene or Teflon dielectric capacitors, etc. Soggy electrode (metalized paper), self-clearing, impregnated, high voltage capacitors. This technology is no longer common but is still used for some applications. Metalized film, self-clearing capacitors used for everything from low voltage electronics to high voltage pulsed power. The characteristics of these technologies, and the windings structures on which they are based, are reviewed in the following. © 2006 IEEE.",Capacitor films; Dielectric capacitors; Dielectric paper; Filter capacitors; High voltage; High voltage capacitors; High-voltage design; Impregnated paper; Low inductance; Low loss; Low voltages; Metalized films; Parallel plate capacitors; Pulsed-power; Utility power; Capacitance; Capacitors; Electric power factor; Electrolytic capacitors; Inductance; Metallizing; Paper; Polystyrenes; Technology; Dielectric materials
"Mazej Z., Hagiwara R.","Hexafluoro-, heptafluoro-, and octafluoro-salts, and [MnF5n+1]- (n = 2, 3, 4) polyfluorometallates of singly charged metal cations, Li+-Cs+, Cu+, Ag+, In+ and Tl+",2007,10.1016/j.jfluchem.2006.10.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947218879&doi=10.1016%2fj.jfluchem.2006.10.007&partnerID=40&md5=2a07de3ff364167bfdfd324c196fc341,"The AMF6, A2MF7, A3MF8, AM2F11, AM3Fl6 and AM4F21 compounds (A = Li, Na, K, Rb, Cs, Cu, Ag, In, Tl; M = P, As, V, Rh, Ru, Au, Pt, Ir, Os, Re, Sb, Mo, W, Nb, Ta, Bi) are reviewed. Some of the structural data of the AMF6 compounds are based just on powder diffraction work from the middle of the last century. The crystal structure types of AMF6 compounds have been re-classified in this review, based mainly on single crystal data. The crystal structure types of AMF6 compounds can be classified into six main groups: LiSbF6 type, NaSbF6 type, structures of cubic APF6 and AAsF6 with orientational disorder of the anions, tetragonal KSbF6 (T) types and similar structures, AgSbF6 type and similar structures, and KOsF6 type. Reported crystal structures of A2MF7, A3MF8, AM2F11, AM3Fl6 and AM4F21 compounds are limited. K2MF7 (M = Nb, Ta) crystallizes in the monoclinic and K2WF7 in the orthorhombic crystal system. Among the A3MF8 compounds the complete crystal structure has been determined only for Na3TaF8, which is monoclinic. The only known examples of crystal structures of AM2F11 compounds are ASb2F11 (A = Ag, K, Cs). Crystals of KSb2F11 are orthorhombic and isostructural to AgSb2F11, while CsSb2F11 is monoclinic. CsSb3F16 is the only example of a structurally characterized AM3Fl6 compound. Its crystals are orthorhombic. For the rest of the known A2MF7, A3MF8, AM2F11, AM3Fl6 and AM4F21 compounds, only lattice parameters are known. © 2006 Elsevier B.V. All rights reserved.",NA
"Vinella D., D'Ari R.",Overview of controls in the Escherichia coli cell cycle,1995,10.1002/bies.950170609,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029319979&doi=10.1002%2fbies.950170609&partnerID=40&md5=ef1e1a5ea0c3485becedcb574d68ad95,"The harmonious growth and cell‐to‐cell uniformity of steady‐state bacterial populations indicate the existence of a well‐regulated cell cycle, responding to a set of internal signals. In Escherichia coli, the key events of this cycle are the initiation of DNA replication, nucleoid segregation and the initiation of cell division. The replication initiator is the DnaA protein. In nucleoid segregation, the MukB protein, required for proper partitioning, may be a member of the myosin‐kinesin superfamily of mechanoenzymes. In cell division, the FtsZ protein has a tubulin motif, is a GTPase and polymerizes in a ring around midcell during septation; the FtsA protein has an actin‐like structure. The nature of the internal signals triggering these events is not known but candidates include cell mass, the superhelical density of the chromosome and the concentration of two regulatory nucleotides, cyclic AMP and ppGpp. The involvement of cytoskeletal‐like proteins in key cycle events encourages the notion of a fundamental biological unity in cell cycle regulation in all organisms. Copyright © 1995 Cambridge University Press","bacterial protein; DNA binding protein; DNA Binding Proteins; dnaA protein; guanosine triphosphatase; mukB protein; cell cycle; cell division; cytology; DNA replication; Escherichia coli; gene expression; genetics; growth, development and aging; homeostasis; kinetics; metabolism; review; Bacterial Proteins; Cell Cycle; Cell Division; DNA Replication; DNA-Binding Proteins; Escherichia coli; Gene Expression; GTP Phosphohydrolases; Homeostasis; Kinetics"
"Frade V.M.F., Dias M., Teixeira A.C.S.C., Palma M.S.A.",Environmental contamination by fluoroquinolones,2014,10.1590/s1984-82502011000100004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900454806&doi=10.1590%2fs1984-82502011000100004&partnerID=40&md5=c6cb717ecbf801df6ee0ea264de86a89,"Over the past few decades, a high number of pharmaceuticals have been detected in surface, ground and drinking waters. This contamination comes from domestic sewage, livestock, hospitals and chemical-pharmaceutical industries. Typical examples of these pollutants are the fuoroquinolones - powerful antibiotics used in human and veterinary medicine. The presence of fuoroquinolones in the environment can pose a serious threat to the ecosystem and to human health due to their high consumption globally: in 1998, around 120 tons were produced. Even at low environmental concentrations, antibiotics stimulate bacterial resistance. The consequences of the presence of fuoroquinolones in the environment are not fully understood, but are known to be toxic to plants and aquatic organisms. Approximately 85% of the fuoroquinolones present in influents can be removed by conventional wastewater treatment plants, but the removed fraction is frequently accumulated in the sludge, which is sometimes used as fertilizer, representing an additional input route into the environment. The removal of fuoroquinolones by biological treatment is ineffective, and it is believed that only advanced oxidation technologies are able to destroy these emerging pollutants.",quinoline derived antiinfective agent; antibiotic resistance; aquatic environment; bacterium; bioaccumulation; biodegradation; bioremediation; ecotoxicity; fungus; health hazard; microalga; plant; pollution; pollution transport; review; sediment; sewage; sludge; waste water treatment plant
"Pingili R.B., Challa S.R., Pawar A.K., Toleti V., Kodali T., Koppula S.",A systematic review on hepatoprotective activity of quercetin against various drugs and toxic agents: Evidence from preclinical studies,2020,10.1002/ptr.6503,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074064344&doi=10.1002%2fptr.6503&partnerID=40&md5=2e5a8d113753e0a8d3d64393457368ea,"Quercetin is one of the most abundant flavonoids in human diet that has been reported to exhibit a wide range of pharmacological properties. The biochemical and molecular mechanisms involved in the hepatoprotective activity of quercetin were discussed in this review. Quercetin exhibited hepatoprotective activity against 2-butoxyethanol, acrylamide, acrylonitrile, aflatoxin B1, aroclor-1254, arsenic, sodium arsenite, azathioprine, cadmium chloride, carbon tetrachloride, chlorpyrifos, cyclosporine A, diazinon, dimethylnitrosamine, doxorubicin, epirubicin, ethanol, fenvalerate, isoniazide, rifampicin, lead acetate, lindane, D-galactosamine, methotrexate, methylmercury, nickel sulfate, paracetamol, perfluorooctanoic acid, polychlorinated biphenyls, pyrrolizidine alkaloid clivorine, rotenone, sodium fluoride, streptazotocin, tert-butyl hydroperoxide, thioacetamide, titanium dioxide, tumor necrosis factor-α, tripterygium glycoside, triptolide, ultraviolet A light, concavalin A, bisphenol, and ischemia-induced hepatotoxicity in various animal models due to its antioxidant, free radical-scavenging,anti-inflammatory, antiapoptotic, and cytochrome P450 2E1 (CYP2E1) inhibitory activities. In this review, we provide an overview of the possible mechanisms by which quercetin reduced the hepatotoxicity of different hepatotoxicants. This will help the toxicologists, pharmacologists, and chemists to develop new safer pharmaceutical products with quercetin and other hepatotoxicants. © 2019 John Wiley & Sons, Ltd.","2 butoxyethanol; acrylamide; acrylonitrile; aflatoxin; alcohol; aroclor; arsenite sodium; azathioprine; cadmium chloride; carbon tetrachloride; chlorpyrifos; cyclophosphamide; cyclosporine; dimethylnitrosamine; dimpylate; doxorubicin; epirubicin; fenvalerate; galactosamine; isoniazid; lead; lindane; mercury; methotrexate; methylmercury; nickel sulfate; paracetamol; quercetin; rifampicin; antioxidant; quercetin; evidence based medicine; liver protection; liver toxicity; nonhuman; preclinical study; Review; animal; drug effect; human; liver; male; rat; Sprague Dawley rat; Wistar rat; Animals; Antioxidants; Humans; Liver; Male; Quercetin; Rats; Rats, Sprague-Dawley; Rats, Wistar"
"Bandodkar A.J., Wang J.",Non-invasive wearable electrochemical sensors: A review,2014,10.1016/j.tibtech.2014.04.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903580004&doi=10.1016%2fj.tibtech.2014.04.005&partnerID=40&md5=73118760b17e8bd6ab34a4f6a9d303f4,"Wearable sensors have garnered considerable recent interest owing to their tremendous promise for a plethora of applications. Yet the absence of reliable non-invasive chemical sensors has greatly hindered progress in the area of on-body sensing. Electrochemical sensors offer considerable promise as wearable chemical sensors that are suitable for diverse applications owing to their high performance, inherent miniaturization, and low cost. A wide range of wearable electrochemical sensors and biosensors has been developed for real-time non-invasive monitoring of electrolytes and metabolites in sweat, tears, or saliva as indicators of a wearer's health status. With continued innovation and attention to key challenges, such non-invasive electrochemical sensors and biosensors are expected to open up new exciting avenues in the field of wearable wireless sensing devices and body-sensor networks, and thus find considerable use in a wide range of personal health-care monitoring applications, as well as in sport and military applications. © 2014.","Biosensors; Military applications; Sensor networks; Sensors; Diverse applications; Health status; Low costs; Monitoring applications; Non-invasive monitoring; On-body; Wearable sensors; Wireless sensing; Electrochemical sensors; electrolyte; biosensor; human; lacrimal fluid; metabolite; military medicine; monitoring; non invasive procedure; non invasive wearable electrochemical sensor; priority journal; reliability; review; saliva; sensor; sport; sweat; ambulatory monitoring; chemistry; devices; electrochemical analysis; genetic procedures; procedures; wireless communication; Biosensing Techniques; Electrochemical Techniques; Humans; Monitoring, Ambulatory; Saliva; Sweat; Tears; Wireless Technology"
"Gruchlik Y., Linge K., Joll C.",Removal of organic micropollutants in waste stabilisation ponds: A review,2018,10.1016/j.jenvman.2017.10.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032869305&doi=10.1016%2fj.jenvman.2017.10.020&partnerID=40&md5=453fc4b8bffd7d099eb32234917a62e5,"As climate change and water scarcity continue to be of concern, reuse of treated wastewater is an important water management strategy in many parts of the world, particularly in developing countries and remote communities. Many countries, especially in remote regional areas, use waste stabilisation ponds (WSPs) to treat domestic wastewater for a variety of end uses, including using the treated wastewater for irrigation of public spaces (e.g. parks and ovals) or for crop irrigation. Thus, it is vital that the resulting effluent meets the required quality for beneficial reuse. In this paper, both the performance of WSPs in the removal of organic micropollutants, and the mechanisms of removal, are reviewed. The performance of WSPs in the removal of organic micropollutants was found to be highly variable and influenced by many factors, such as the type and configuration of the ponds, the operational parameters of the treatment plant, the wastewater quality, environmental factors (e.g. sunlight, temperature, redox conditions and pH) and the characteristics of the pollutant. The removal of organic micropollutants from WSPs has been attributed to biodegradation, photodegradation and sorption processes, the majority of which occur in the initial treatment stages (e.g. in the anaerobic or facultative ponds). Out of the many hundreds of organic micropollutants identified in wastewater, only a limited number (40) have been studied in WSPs, with the majority of these pollutants being pharmaceuticals, personal care products and endocrine disrupting compounds. Thus, future research on the fate of organic micropollutants in WSPs should encompass a broader range of micropollutants and include emerging organic pollutants, such as illicit drugs and perfluorinated compounds. Further research is also needed on the formation and toxicity of transformation products from organic micropollutants in WSPs, since the transformation products of some organic micropollutants can be more toxic than the parent compound. Combining other wastewater treatment processes with WSPs for removal of recalcitrant organic micropollutants should also be considered. © 2017 Elsevier Ltd","endocrine disruptor; organic compound; perfluoro compound; pesticide; biodegradation; developing world; domestic waste; effluent; endocrine disruptor; environmental factor; irrigation; organic pollutant; photodegradation; pollutant removal; pond; PPCP; recycling; sorption; waste treatment; wastewater treatment; adsorption; biodegradation; human; nonhuman; organic pollution; photodegradation; pond; Review; waste component removal; waste stabilization pond; waste water management; pond; sewage; waste water; water management; water pollutant; Ponds; Waste Disposal, Fluid; Waste Water; Water Pollutants, Chemical; Water Purification"
Barnett R.S.,Review of recent U.S.A. publications on lubricating grease,1970,10.1016/0043-1648(70)90266-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014808792&doi=10.1016%2f0043-1648%2870%2990266-8&partnerID=40&md5=cb0a41408ee97a7d25c6dfc2fb4fb611,"Recent lubricating grease research and technology in the U.S.A. has been a wide-ranging endeavor with fundamental research investigations on theories of structure (including complex soaps), permeability, electrical measurements, and electron microscopy adding much to the knowledge of grease structure. NLGI Fellowship studies have contributed significantly to this phase. Outstanding advances have also been made in manufacture and processing, giving greater efficiencies, shorter times of manufacturing and culminating in the first truly continuous manufacturing process. Radioactive tracing of additive mixing has been accomplished. Packaging has advanced with new materials, and new ingredients for greases have become available. Inventory and quality control has been marked by the use of computers. Mechanical testing and evaluation has been a major effort in supplementing simple non-bearing bench tests by providing laboratory rig tests using actual bearings and gears. Many new designs of testing equipment have been developed, and studies of the friction, wear and e.p. properties of lubricating greases, including ball joint testing, have been extended. Analysis and non-mechanical testing endeavors have included a critical look at the significance of the bomb oxidation test, the development of an instrumental method to measure color, and the use of infrared techniques for quantitative analysis of lithium soap in lubricating grease. Studies on flow and dispensing have been particularly active resulting in an advanced understanding of grease flow, both theoretical and in practical applications. In particular, apparent viscosity determinations have been correlated with flow in pipes in a very useful way. A continuing development of centralized lubricating systems has made for efficiency, economy and safety, and great expansions in bulk handling have come about through better understanding of grease flow. Formulation of lubricating greases has been marked by development of new thickeners in addition to complex soaps, and in the expanded use of molybdenum disulfide as a solid-film lubricating additive. The development and study of products for extreme environments including aerospace applications has resulted in some industrial spin-off. The new NLGI Reference Systems provide samples of the same formulation and manufacture which can be used for research and evaluation by laboratories with assurance of continuity, this being particularly valuable for co-operative investigations by technical societies. New discoveries have been made with old ingredients, such as the finding that high-soap-content greases give longer ball-bearing lives. A special grease has been formulated for the food industry. The application of lubricating greases and requirements for them have been marked by the development of rustproof applications from the ""inside-out"" rather than simply applying an asphaltic undercoating. The new grease-petrolatum-type products applied mainly with airless sprays have given much better rust protection for the life of the automotive vehicle than was obtained previously. Lubrication intervals for automotive chassis greases have continued to increase, although certain makes of cars have reverted to shorter periods and more grease fittings particularly when conventional greases are used. There has been an intensive development of aerospace applications with special greases such as the perfluorinated types coming into the picture where hard vacuum, high temperatures, and other extreme conditions must be resisted. However, it has been found that more conventional greases may work surprisingly well, not only where sealed against vacuum, but in vacuum environments. Improvements have been made in railroad lubrication particularly in the understanding of the functioning of journal roller bearing greases and effect of vibration on them, and the trend toward mild-e.p.-gear-oil traction-motor gear lubricants which give better heat transfer, resist thickening, and afford improved lubrication of gears. The issuance of a revised NLGI Glossary containing approximately 100 terms now agreed upon in the lubricating grease industry should help the understanding of these products by users and others. The NLGI Grade Classification has been made an American Standard and is being considered for international standardization. Production surveys made periodically by NLGI and recent marketing forecasts have resulted in very helpful statistics and the recognition of trends. Considerable thought has been given to better marketing techniques. © 1970.",LUBRICATING GREASES; TOR; U.S.A; WEARA
"Calsolaro V., Pasqualetti G., Niccolai F., Caraccio N., Monzani F.",Thyroid disrupting chemicals,2017,10.3390/ijms18122583,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037051442&doi=10.3390%2fijms18122583&partnerID=40&md5=520856d86c341af7a2d931606addf9e5,"Endocrine disruptor compounds are exogenous agents able to interfere with a gland function, exerting their action across different functional passages, from the synthesis to the metabolism and binding to receptors of the hormone produced. Several issues, such as different levels and time of exposure and different action across different ages as well as gender, make the study of endocrine disruptors still a challenge. The thyroid is very sensitive to the action of disruptors, and considering the importance of a correct thyroid function for physical and cognitive functioning, addressing this topic should be considered a priority. In this review, we examined the most recent studies, many of them concentrating on maternal and child exposure, conducted to assess the impact of industrial chemicals which showed an influence on thyroid function. So far, the number of studies conducted on that topic is not sufficient to provide solid conclusions and lead to homogeneous guidelines. The lack of uniformity is certainly due to differences in areas and populations examined, the different conditions of exposures and the remarkable inter-subject variability. Nonetheless, the European Commission for Health and Food Safety is implementing recommendations to ensure that substances identified as endocrine disruptors will be withdrawn from the market. © 2017 by the authors. Licensee MDPI, Basel, Switzerland.","4,4' isopropylidenediphenol; chlorphenotane; endocrine disruptor; industrial chemical; organochlorine pesticide; perchlorate; perfluorooctanesulfonic acid; perfluorooctanoic acid; phthalic acid; polybrominated diphenyl ether; polychlorinated biphenyl; thyroid peroxidase; thyroxine binding globulin; endocrine disruptor; thyroid hormone; cognitive function test; creatinine blood level; environmental protection; food packaging; food safety; free thyroxine index; geographic distribution; hormone determination; human; hypophysis thyroid system; hypothalamus; limit of quantitation; liothyronine blood level; maternal care; meta analysis; metabolism; nonhuman; Review; systematic review; thyroid function; thyroid papillary carcinoma; thyrotropin blood level; thyroxine blood level; drug effect; environmental exposure; female; male; maternal exposure; metabolism; physiology; thyroid gland; Endocrine Disruptors; Environmental Exposure; Female; Humans; Male; Maternal Exposure; Thyroid Gland; Thyroid Hormones"
